ticker_yf,obs_date,y_inclusion_horizon,y_exclusion_horizon,y_any_change_horizon,days_to_next_inclusion,days_to_next_exclusion,days_to_next_any_change,horizon_days,date_grid_mode,label_fully_observed,证券代码,中文简称,英文简称,code_num,sources,universe_flag
0001.HK,2020-12-07,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2021-03-15,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2021-06-07,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2021-09-06,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2021-12-06,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2022-06-13,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2022-12-05,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2023-12-04,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2024-03-04,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2024-06-11,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2024-09-09,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2024-12-09,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2025-03-10,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2025-06-09,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2025-12-08,0,0,0,,,,60,event_dates,1,1,长和,CKH HOLDINGS,1,eligible,hk_only
0001.HK,2026-03-09,0,0,0,,,,60,event_dates,0,1,长和,CKH HOLDINGS,1,eligible,hk_only
0002.HK,2016-03-14,0,0,0,2002.0,,2002.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2016-06-06,0,0,0,1918.0,,1918.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2016-09-05,0,0,0,1827.0,,1827.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2016-12-05,0,0,0,1736.0,,1736.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2017-03-06,0,0,0,1645.0,,1645.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2017-09-04,0,0,0,1463.0,,1463.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2017-12-04,0,0,0,1372.0,,1372.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2018-03-05,0,0,0,1281.0,,1281.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2018-06-04,0,0,0,1190.0,,1190.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2018-09-10,0,0,0,1092.0,,1092.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2018-12-10,0,0,0,1001.0,,1001.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2019-03-11,0,0,0,910.0,,910.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2019-06-17,0,0,0,812.0,,812.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2019-09-09,0,0,0,728.0,,728.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2019-12-09,0,0,0,637.0,,637.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2020-03-09,0,0,0,546.0,,546.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2020-06-08,0,0,0,455.0,,455.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2020-09-07,0,0,0,364.0,,364.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2020-12-07,0,0,0,273.0,,273.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2021-03-15,0,0,0,175.0,,175.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2021-06-07,0,0,0,91.0,,91.0,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2021-09-06,0,0,0,,,,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2021-12-06,0,0,0,,,,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2022-06-13,0,0,0,,,,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2022-12-05,0,0,0,,,,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2023-12-04,0,0,0,,,,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2024-03-04,0,0,0,,,,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2024-06-11,0,0,0,,,,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2024-09-09,0,0,0,,,,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2024-12-09,0,0,0,,,,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2025-03-10,0,0,0,,,,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2025-06-09,0,0,0,,,,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2025-12-08,0,0,0,,,,60,event_dates,1,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0002.HK,2026-03-09,0,0,0,,,,60,event_dates,0,2,中电控股,CLP HOLDINGS,2,eligible,hk_only
0003.HK,2016-03-14,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2016-06-06,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2016-09-05,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2016-12-05,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2017-03-06,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2017-09-04,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2017-12-04,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2018-03-05,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2018-06-04,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2018-09-10,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2018-12-10,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2019-03-11,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2019-06-17,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2019-09-09,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2019-12-09,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2020-03-09,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2020-06-08,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2020-09-07,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2020-12-07,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2021-03-15,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2021-06-07,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2021-09-06,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2021-12-06,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2022-06-13,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2022-12-05,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2023-12-04,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2024-03-04,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2024-06-11,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2024-09-09,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2024-12-09,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2025-03-10,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2025-06-09,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2025-12-08,0,0,0,,,,60,event_dates,1,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0003.HK,2026-03-09,0,0,0,,,,60,event_dates,0,3,香港中华煤气,HK & CHINA GAS,3,eligible,hk_only
0004.HK,2016-03-14,0,0,0,,721.0,721.0,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2016-06-06,0,0,0,,637.0,637.0,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2016-09-05,0,0,0,,546.0,546.0,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2016-12-05,0,0,0,,455.0,455.0,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2017-03-06,0,0,0,,364.0,364.0,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2017-09-04,0,0,0,,182.0,182.0,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2017-12-04,0,0,0,,91.0,91.0,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2018-03-05,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2018-06-04,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2018-09-10,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2018-12-10,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2019-03-11,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2019-06-17,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2019-09-09,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2019-12-09,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2020-03-09,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2020-06-08,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2020-09-07,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2020-12-07,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2021-03-15,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2021-06-07,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2021-09-06,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2021-12-06,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2022-06-13,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2022-12-05,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2023-12-04,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2024-03-04,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2024-06-11,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2024-09-09,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2024-12-09,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2025-03-10,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2025-06-09,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2025-12-08,0,0,0,,,,60,event_dates,1,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0004.HK,2026-03-09,0,0,0,,,,60,event_dates,0,4,九龙仓集团,WHARF HOLDINGS,4,eligible,hk_only
0005.HK,2016-03-14,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2016-06-06,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2016-09-05,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2016-12-05,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2017-03-06,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2017-09-04,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2017-12-04,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2018-03-05,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2018-06-04,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2018-09-10,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2018-12-10,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2019-03-11,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2019-06-17,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2019-09-09,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2019-12-09,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2020-03-09,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2020-06-08,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2020-09-07,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2020-12-07,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2021-03-15,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2021-06-07,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2021-09-06,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2021-12-06,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2022-06-13,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2022-12-05,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2023-12-04,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2024-03-04,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2024-06-11,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2024-09-09,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2024-12-09,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2025-03-10,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2025-06-09,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2025-12-08,0,0,0,,,,60,event_dates,1,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0005.HK,2026-03-09,0,0,0,,,,60,event_dates,0,5,汇丰控股,HSBC HOLDINGS,5,eligible,hk_only
0006.HK,2016-03-14,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2016-06-06,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2016-09-05,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2016-12-05,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2017-03-06,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2017-09-04,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2017-12-04,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2018-03-05,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2018-06-04,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2018-09-10,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2018-12-10,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2019-03-11,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2019-06-17,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2019-09-09,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2019-12-09,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2020-03-09,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2020-06-08,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2020-09-07,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2020-12-07,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2021-03-15,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2021-06-07,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2021-09-06,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2021-12-06,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2022-06-13,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2022-12-05,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2023-12-04,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2024-03-04,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2024-06-11,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2024-09-09,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2024-12-09,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2025-03-10,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2025-06-09,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2025-12-08,0,0,0,,,,60,event_dates,1,6,电能实业,POWER ASSETS,6,eligible,hk_only
0006.HK,2026-03-09,0,0,0,,,,60,event_dates,0,6,电能实业,POWER ASSETS,6,eligible,hk_only
0008.HK,2016-03-14,0,0,0,1638.0,,1638.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2016-06-06,0,0,0,1554.0,,1554.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2016-09-05,0,0,0,1463.0,,1463.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2016-12-05,0,0,0,1372.0,,1372.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2017-03-06,0,0,0,1281.0,,1281.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2017-09-04,0,0,0,1099.0,,1099.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2017-12-04,0,0,0,1008.0,,1008.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2018-03-05,0,0,0,917.0,,917.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2018-06-04,0,0,0,826.0,,826.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2018-09-10,0,0,0,728.0,,728.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2018-12-10,0,0,0,637.0,,637.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2019-03-11,0,0,0,546.0,,546.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2019-06-17,0,0,0,448.0,,448.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2019-09-09,0,0,0,364.0,,364.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2019-12-09,0,0,0,273.0,,273.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2020-03-09,0,0,0,182.0,,182.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
0008.HK,2020-06-08,0,0,0,91.0,,91.0,60,event_dates,1,8,电讯盈科,PCCW,8,eligible,hk_only
