event_idx,status,ticker_yf,event_date
0,window_ok,1211.HK,2016-03-14
1,window_ok,002594.SZ,2016-03-14
2,window_ok,1359.HK,2016-03-14
3,window_ok,2333.HK,2016-03-14
4,window_ok,601633.SS,2016-03-14
5,window_ok,1186.HK,2016-03-14
6,window_ok,601186.SS,2016-03-14
7,window_ok,1776.HK,2016-03-14
8,window_ok,000776.SZ,2016-03-14
9,window_ok,601211.SS,2016-03-14
10,window_ok,0317.HK,2016-03-14
11,window_ok,600685.SS,2016-03-14
12,no_history,0054.HK,2016-03-14
13,window_ok,0829.HK,2016-03-14
14,window_ok,1157.HK,2016-03-14
15,window_ok,1528.HK,2016-03-14
16,window_ok,0010.HK,2016-03-14
17,no_history,0109.HK,2016-03-14
18,window_ok,0136.HK,2016-03-14
19,window_ok,0400.HK,2016-03-14
20,window_ok,0405.HK,2016-03-14
21,window_ok,0607.HK,2016-03-14
22,window_ok,0715.HK,2016-03-14
23,window_ok,0911.HK,2016-03-14
24,no_history,0958.HK,2016-03-14
25,window_ok,1071.HK,2016-03-14
26,window_ok,1282.HK,2016-03-14
27,window_ok,1308.HK,2016-03-14
28,no_history,1363.HK,2016-03-14
29,window_ok,1432.HK,2016-03-14
30,window_ok,1508.HK,2016-03-14
31,window_ok,1970.HK,2016-03-14
32,no_history,2066.HK,2016-03-14
33,window_ok,2098.HK,2016-03-14
34,window_ok,2298.HK,2016-03-14
35,window_ok,3698.HK,2016-03-14
36,window_ok,3823.HK,2016-03-14
37,window_ok,3886.HK,2016-03-14
38,window_ok,3908.HK,2016-03-14
39,window_ok,3996.HK,2016-03-14
40,window_ok,0291.HK,2016-03-14
41,window_ok,1038.HK,2016-03-14
42,window_ok,1578.HK,2016-06-06
43,window_ok,2016.HK,2016-06-06
44,window_ok,600958.SS,2016-09-05
45,window_ok,600606.SS,2016-09-05
46,window_ok,000839.SZ,2016-09-05
47,window_ok,002241.SZ,2016-09-05
48,window_ok,600111.SS,2016-09-05
49,window_ok,600027.SS,2016-09-05
50,window_ok,600271.SS,2016-09-05
51,window_ok,600688.SS,2016-09-05
52,window_ok,600704.SS,2016-09-05
53,window_ok,601018.SS,2016-09-05
54,window_ok,601186.SS,2016-09-05
55,window_ok,601318.SS,2016-09-05
56,window_ok,603993.SS,2016-09-05
57,window_ok,000157.SZ,2016-09-05
58,window_ok,600031.SS,2016-09-05
59,window_ok,600875.SS,2016-09-05
60,window_ok,601225.SS,2016-09-05
61,window_ok,601898.SS,2016-09-05
62,no_history,601989.SS,2016-09-05
63,window_ok,001979.SZ,2016-09-05
64,window_ok,600606.SS,2016-09-05
65,window_ok,600958.SS,2016-09-05
66,window_ok,601009.SS,2016-09-05
67,window_ok,601018.SS,2016-09-05
68,window_ok,601211.SS,2016-09-05
69,window_ok,3323.HK,2016-09-05
70,window_ok,3898.HK,2016-09-05
71,window_ok,0081.HK,2016-09-05
72,no_history,0207.HK,2016-09-05
73,no_anchor,0283.HK,2016-09-05
74,no_history,0530.HK,2016-09-05
75,window_ok,0639.HK,2016-09-05
76,window_ok,0754.HK,2016-09-05
77,no_history,1076.HK,2016-09-05
78,no_anchor,1111.HK,2016-09-05
79,window_ok,1165.HK,2016-09-05
80,no_history,1212.HK,2016-09-05
81,window_ok,0245.HK,2016-09-05
82,window_ok,0338.HK,2016-09-05
83,window_ok,0345.HK,2016-09-05
84,window_ok,0412.HK,2016-09-05
85,window_ok,0460.HK,2016-09-05
86,no_history,0680.HK,2016-09-05
87,window_ok,0696.HK,2016-09-05
88,window_ok,0884.HK,2016-09-05
89,window_ok,1958.HK,2016-09-05
90,window_ok,2199.HK,2016-09-05
91,window_ok,2326.HK,2016-09-05
92,window_ok,2588.HK,2016-09-05
93,window_ok,2888.HK,2016-09-05
94,window_ok,0322.HK,2016-09-05
95,window_ok,2018.HK,2016-09-05
96,window_ok,2883.HK,2016-12-05
97,window_ok,1186.HK,2016-12-05
98,window_ok,0902.HK,2017-03-06
99,window_ok,600011.SS,2017-03-06
100,window_ok,601006.SS,2017-03-06
101,window_ok,601985.SS,2017-03-06
102,window_ok,000333.SZ,2017-03-06
103,window_ok,1658.HK,2017-03-06
104,window_ok,601229.SS,2017-03-06
105,window_ok,0168.HK,2017-03-06
106,window_ok,600600.SS,2017-03-06
107,window_ok,0991.HK,2017-03-06
108,window_ok,601991.SS,2017-03-06
109,window_ok,1072.HK,2017-03-06
110,window_ok,600875.SS,2017-03-06
111,window_ok,2039.HK,2017-03-06
112,window_ok,000039.SZ,2017-03-06
113,window_ok,2238.HK,2017-03-06
114,window_ok,601238.SS,2017-03-06
115,window_ok,2883.HK,2017-03-06
116,window_ok,601808.SS,2017-03-06
117,window_ok,3958.HK,2017-03-06
118,window_ok,600958.SS,2017-03-06
119,window_ok,6099.HK,2017-03-06
120,window_ok,600999.SS,2017-03-06
121,window_ok,6178.HK,2017-03-06
122,window_ok,601788.SS,2017-03-06
123,window_ok,0168.HK,2017-03-06
124,window_ok,1658.HK,2017-03-06
125,window_ok,0086.HK,2017-03-06
126,no_history,0109.HK,2017-03-06
127,window_ok,0136.HK,2017-03-06
128,window_ok,0412.HK,2017-03-06
129,window_ok,0715.HK,2017-03-06
130,window_ok,0911.HK,2017-03-06
131,window_ok,1071.HK,2017-03-06
132,window_ok,1205.HK,2017-03-06
133,window_ok,1728.HK,2017-03-06
134,no_history,2066.HK,2017-03-06
135,window_ok,2326.HK,2017-03-06
136,window_ok,0658.HK,2017-03-06
137,window_ok,0777.HK,2017-03-06
138,window_ok,1315.HK,2017-03-06
139,window_ok,1357.HK,2017-03-06
140,window_ok,1458.HK,2017-03-06
141,window_ok,3320.HK,2017-03-06
142,window_ok,6099.HK,2017-03-06
143,no_history,0494.HK,2017-03-06
144,window_ok,0175.HK,2017-03-06
145,window_ok,600606.SS,2017-09-04
146,window_ok,000858.SZ,2017-09-04
147,window_ok,000009.SZ,2017-09-04
148,window_ok,000063.SZ,2017-09-04
149,window_ok,000069.SZ,2017-09-04
150,window_ok,600271.SS,2017-09-04
151,window_ok,600362.SS,2017-09-04
152,window_ok,601727.SS,2017-09-04
153,window_ok,601808.SS,2017-09-04
154,window_ok,603993.SS,2017-09-04
155,window_ok,002027.SZ,2017-09-04
156,window_ok,002241.SZ,2017-09-04
157,window_ok,002352.SZ,2017-09-04
158,window_ok,600309.SS,2017-09-04
159,window_ok,600547.SS,2017-09-04
160,window_ok,600637.SS,2017-09-04
161,window_ok,601225.SS,2017-09-04
162,window_ok,000039.SZ,2017-09-04
163,window_ok,000063.SZ,2017-09-04
164,window_ok,600583.SS,2017-09-04
165,window_ok,600600.SS,2017-09-04
166,window_ok,601727.SS,2017-09-04
167,window_ok,601808.SS,2017-09-04
168,window_ok,601991.SS,2017-09-04
169,window_ok,002352.SZ,2017-09-04
170,no_history,600068.SS,2017-09-04
171,no_history,600297.SS,2017-09-04
172,window_ok,600688.SS,2017-09-04
173,window_ok,600919.SS,2017-09-04
174,window_ok,601229.SS,2017-09-04
175,window_ok,601881.SS,2017-09-04
176,window_ok,1033.HK,2017-09-04
177,window_ok,600871.SS,2017-09-04
178,window_ok,3958.HK,2017-09-04
179,window_ok,600958.SS,2017-09-04
180,window_ok,6178.HK,2017-09-04
181,window_ok,601788.SS,2017-09-04
182,window_ok,0168.HK,2017-09-04
183,window_ok,600600.SS,2017-09-04
184,window_ok,0177.HK,2017-09-04
185,window_ok,600377.SS,2017-09-04
186,window_ok,0323.HK,2017-09-04
187,window_ok,600808.SS,2017-09-04
188,window_ok,0548.HK,2017-09-04
189,window_ok,600548.SS,2017-09-04
190,window_ok,0921.HK,2017-09-04
191,window_ok,000921.SZ,2017-09-04
192,window_ok,0991.HK,2017-09-04
193,window_ok,601991.SS,2017-09-04
194,window_ok,1065.HK,2017-09-04
195,window_ok,600874.SS,2017-09-04
196,window_ok,1138.HK,2017-09-04
197,window_ok,600026.SS,2017-09-04
198,window_ok,1812.HK,2017-09-04
199,window_ok,000488.SZ,2017-09-04
200,window_ok,2039.HK,2017-09-04
201,window_ok,000039.SZ,2017-09-04
202,window_ok,2238.HK,2017-09-04
203,window_ok,601238.SS,2017-09-04
204,window_ok,2611.HK,2017-09-04
205,window_ok,601211.SS,2017-09-04
206,window_ok,2883.HK,2017-09-04
207,window_ok,601808.SS,2017-09-04
208,window_ok,6881.HK,2017-09-04
209,window_ok,601881.SS,2017-09-04
210,window_ok,0245.HK,2017-09-04
211,window_ok,0297.HK,2017-09-04
212,no_anchor,0933.HK,2017-09-04
213,window_ok,0991.HK,2017-09-04
214,no_history,1230.HK,2017-09-04
215,window_ok,1387.HK,2017-09-04
216,window_ok,2298.HK,2017-09-04
217,window_ok,2877.HK,2017-09-04
218,no_history,3308.HK,2017-09-04
219,window_ok,3823.HK,2017-09-04
220,no_history,0043.HK,2017-09-04
221,window_ok,0136.HK,2017-09-04
222,window_ok,0698.HK,2017-09-04
223,no_history,1031.HK,2017-09-04
224,no_history,1212.HK,2017-09-04
225,window_ok,1515.HK,2017-09-04
226,window_ok,2269.HK,2017-09-04
227,window_ok,2611.HK,2017-09-04
228,window_ok,2799.HK,2017-09-04
229,window_ok,3606.HK,2017-09-04
230,window_ok,000039.SZ,2017-09-04
231,window_ok,000825.SZ,2017-09-04
232,window_ok,0363.HK,2017-09-04
233,window_ok,0552.HK,2017-09-04
234,window_ok,0670.HK,2017-09-04
235,window_ok,0998.HK,2017-09-04
236,window_ok,1113.HK,2017-09-04
237,no_anchor,1333.HK,2017-09-04
238,window_ok,1339.HK,2017-09-04
239,window_ok,1963.HK,2017-09-04
240,window_ok,1999.HK,2017-09-04
241,window_ok,3898.HK,2017-09-04
242,window_ok,600600.SS,2017-09-04
243,window_ok,601818.SS,2017-09-04
244,window_ok,6818.HK,2017-09-04
245,no_anchor,0020.HK,2017-09-04
246,window_ok,002202.SZ,2017-09-04
247,window_ok,0323.HK,2017-09-04
248,window_ok,0347.HK,2017-09-04
249,window_ok,0480.HK,2017-09-04
250,window_ok,0506.HK,2017-09-04
251,window_ok,0778.HK,2017-09-04
252,window_ok,0991.HK,2017-09-04
253,window_ok,1109.HK,2017-09-04
254,window_ok,1316.HK,2017-09-04
255,window_ok,1347.HK,2017-09-04
256,window_ok,2208.HK,2017-09-04
257,window_ok,2238.HK,2017-09-04
258,window_ok,3377.HK,2017-09-04
259,window_ok,3800.HK,2017-09-04
260,window_ok,601238.SS,2017-09-04
261,window_ok,601991.SS,2017-09-04
262,window_ok,0069.HK,2017-09-04
263,window_ok,0390.HK,2017-09-04
264,window_ok,0288.HK,2017-09-04
265,window_ok,0916.HK,2017-12-04
266,window_ok,2238.HK,2017-12-04
267,window_ok,6060.HK,2017-12-04
268,window_ok,6088.HK,2017-12-04
269,window_ok,0135.HK,2017-12-04
270,window_ok,0293.HK,2017-12-04
271,window_ok,2007.HK,2017-12-04
272,window_ok,2382.HK,2017-12-04
273,window_ok,000166.SZ,2018-03-05
274,window_ok,002736.SZ,2018-03-05
275,window_ok,1339.HK,2018-03-05
276,window_ok,1776.HK,2018-03-05
277,window_ok,000776.SZ,2018-03-05
278,no_history,601989.SS,2018-03-05
279,window_ok,002352.SZ,2018-03-05
280,window_ok,1336.HK,2018-03-05
281,window_ok,601336.SS,2018-03-05
282,window_ok,2007.HK,2018-03-05
283,window_ok,3333.HK,2018-03-05
284,window_ok,600019.SS,2018-03-05
285,window_ok,600050.SS,2018-03-05
286,window_ok,0548.HK,2018-03-05
287,window_ok,600548.SS,2018-03-05
288,window_ok,1065.HK,2018-03-05
289,window_ok,600874.SS,2018-03-05
290,window_ok,1513.HK,2018-03-05
291,window_ok,000513.SZ,2018-03-05
292,window_ok,3958.HK,2018-03-05
293,window_ok,600958.SS,2018-03-05
294,window_ok,1186.HK,2018-03-05
295,window_ok,0267.HK,2018-03-05
296,window_ok,0270.HK,2018-03-05
297,window_ok,0384.HK,2018-03-05
298,window_ok,0700.HK,2018-03-05
299,window_ok,0883.HK,2018-03-05
300,window_ok,0941.HK,2018-03-05
301,window_ok,1044.HK,2018-03-05
302,window_ok,1093.HK,2018-03-05
303,window_ok,1109.HK,2018-03-05
304,window_ok,2313.HK,2018-03-05
305,window_ok,6060.HK,2018-03-05
306,window_ok,0041.HK,2018-03-05
307,no_history,0787.HK,2018-03-05
308,window_ok,0861.HK,2018-03-05
309,no_history,1031.HK,2018-03-05
310,window_ok,1315.HK,2018-03-05
311,window_ok,2199.HK,2018-03-05
312,window_ok,2329.HK,2018-03-05
313,window_ok,2888.HK,2018-03-05
314,window_ok,3331.HK,2018-03-05
315,window_ok,3698.HK,2018-03-05
316,window_ok,0045.HK,2018-03-05
317,window_ok,0087.HK,2018-03-05
318,window_ok,0127.HK,2018-03-05
319,window_ok,0582.HK,2018-03-05
320,window_ok,0754.HK,2018-03-05
321,window_ok,0772.HK,2018-03-05
322,window_ok,1030.HK,2018-03-05
323,window_ok,1141.HK,2018-03-05
324,window_ok,1269.HK,2018-03-05
325,window_ok,1378.HK,2018-03-05
326,window_ok,1628.HK,2018-03-05
327,window_ok,1638.HK,2018-03-05
328,window_ok,2196.HK,2018-03-05
329,window_ok,2232.HK,2018-03-05
330,window_ok,2858.HK,2018-03-05
331,window_ok,3993.HK,2018-03-05
332,window_ok,0004.HK,2018-03-05
333,window_ok,3898.HK,2018-06-04
334,window_ok,2799.HK,2018-06-04
335,window_ok,6158.HK,2018-06-04
336,window_ok,0992.HK,2018-06-04
337,window_ok,1093.HK,2018-06-04
338,window_ok,000001.SZ,2018-09-10
339,window_ok,000063.SZ,2018-09-10
340,window_ok,002024.SZ,2018-09-10
341,window_ok,600000.SS,2018-09-10
342,window_ok,600036.SS,2018-09-10
343,window_ok,600098.SS,2018-09-10
344,window_ok,600999.SS,2018-09-10
345,window_ok,601088.SS,2018-09-10
346,window_ok,601166.SS,2018-09-10
347,window_ok,601628.SS,2018-09-10
348,window_ok,601939.SS,2018-09-10
349,window_ok,000898.SZ,2018-09-10
350,window_ok,002594.SZ,2018-09-10
351,window_ok,600027.SS,2018-09-10
352,window_ok,600115.SS,2018-09-10
353,window_ok,601288.SS,2018-09-10
354,window_ok,601336.SS,2018-09-10
355,window_ok,601601.SS,2018-09-10
356,window_ok,601618.SS,2018-09-10
357,window_ok,601766.SS,2018-09-10
358,window_ok,601800.SS,2018-09-10
359,window_ok,601877.SS,2018-09-10
360,window_ok,000001.SZ,2018-09-10
361,window_ok,000063.SZ,2018-09-10
362,window_ok,600000.SS,2018-09-10
363,window_ok,600036.SS,2018-09-10
364,window_ok,601628.SS,2018-09-10
365,window_ok,601939.SS,2018-09-10
366,window_ok,000002.SZ,2018-09-10
367,window_ok,600019.SS,2018-09-10
368,window_ok,600196.SS,2018-09-10
369,window_ok,601238.SS,2018-09-10
370,window_ok,601877.SS,2018-09-10
371,window_ok,601919.SS,2018-09-10
372,window_ok,1186.HK,2018-09-10
373,window_ok,601186.SS,2018-09-10
374,window_ok,601229.SS,2018-09-10
375,no_history,6837.HK,2018-09-10
376,no_history,600837.SS,2018-09-10
377,window_ok,600276.SS,2018-09-10
378,window_ok,600887.SS,2018-09-10
379,window_ok,601138.SS,2018-09-10
380,window_ok,002241.SZ,2018-09-10
381,window_ok,600027.SS,2018-09-10
382,window_ok,600547.SS,2018-09-10
383,window_ok,600637.SS,2018-09-10
384,window_ok,600704.SS,2018-09-10
385,window_ok,601633.SS,2018-09-10
386,window_ok,000063.SZ,2018-09-10
387,window_ok,000858.SZ,2018-09-10
388,window_ok,601138.SS,2018-09-10
389,window_ok,601600.SS,2018-09-10
390,window_ok,601985.SS,2018-09-10
391,window_ok,000876.SZ,2018-09-10
392,window_ok,600027.SS,2018-09-10
393,window_ok,600170.SS,2018-09-10
394,window_ok,600958.SS,2018-09-10
395,window_ok,601117.SS,2018-09-10
396,window_ok,000063.SZ,2018-09-10
397,window_ok,601138.SS,2018-09-10
398,window_ok,601225.SS,2018-09-10
399,window_ok,601727.SS,2018-09-10
400,window_ok,601898.SS,2018-09-10
401,no_history,0043.HK,2018-09-10
402,window_ok,0317.HK,2018-09-10
403,window_ok,0330.HK,2018-09-10
404,window_ok,0400.HK,2018-09-10
405,no_history,0680.HK,2018-09-10
406,window_ok,0732.HK,2018-09-10
407,window_ok,0931.HK,2018-09-10
408,no_history,0996.HK,2018-09-10
409,window_ok,1117.HK,2018-09-10
410,no_history,1363.HK,2018-09-10
411,window_ok,1432.HK,2018-09-10
412,window_ok,1680.HK,2018-09-10
413,window_ok,1970.HK,2018-09-10
414,window_ok,2727.HK,2018-09-10
415,no_history,0054.HK,2018-09-10
416,window_ok,0486.HK,2018-09-10
417,window_ok,0581.HK,2018-09-10
418,window_ok,0839.HK,2018-09-10
419,no_history,0973.HK,2018-09-10
420,window_ok,1233.HK,2018-09-10
421,no_history,1337.HK,2018-09-10
422,window_ok,1548.HK,2018-09-10
423,window_ok,1728.HK,2018-09-10
424,window_ok,1833.HK,2018-09-10
425,window_ok,1910.HK,2018-09-10
426,window_ok,1913.HK,2018-09-10
427,window_ok,2638.HK,2018-09-10
428,no_anchor,2768.HK,2018-09-10
429,window_ok,3669.HK,2018-09-10
430,window_ok,3918.HK,2018-09-10
431,window_ok,6098.HK,2018-09-10
432,window_ok,6823.HK,2018-09-10
433,no_anchor,0020.HK,2018-09-10
434,window_ok,0041.HK,2018-09-10
435,window_ok,0066.HK,2018-09-10
436,window_ok,0200.HK,2018-09-10
437,window_ok,0297.HK,2018-09-10
438,window_ok,0323.HK,2018-09-10
439,window_ok,0347.HK,2018-09-10
440,window_ok,0405.HK,2018-09-10
441,window_ok,0480.HK,2018-09-10
442,no_anchor,0606.HK,2018-09-10
443,window_ok,0763.HK,2018-09-10
444,window_ok,0819.HK,2018-09-10
445,window_ok,0939.HK,2018-09-10
446,window_ok,1088.HK,2018-09-10
447,window_ok,1308.HK,2018-09-10
448,window_ok,2039.HK,2018-09-10
449,window_ok,2196.HK,2018-09-10
450,window_ok,2282.HK,2018-09-10
451,window_ok,2331.HK,2018-09-10
452,window_ok,2342.HK,2018-09-10
453,window_ok,2628.HK,2018-09-10
454,window_ok,3328.HK,2018-09-10
455,window_ok,3331.HK,2018-09-10
456,window_ok,3968.HK,2018-09-10
457,window_ok,3988.HK,2018-09-10
458,window_ok,0010.HK,2018-09-10
459,window_ok,0045.HK,2018-09-10
460,no_history,0054.HK,2018-09-10
461,window_ok,0078.HK,2018-09-10
462,window_ok,0087.HK,2018-09-10
463,window_ok,0142.HK,2018-09-10
464,window_ok,0163.HK,2018-09-10
465,window_ok,0173.HK,2018-09-10
466,window_ok,0175.HK,2018-09-10
467,window_ok,0179.HK,2018-09-10
468,window_ok,0288.HK,2018-09-10
469,window_ok,0345.HK,2018-09-10
470,window_ok,0517.HK,2018-09-10
471,window_ok,0968.HK,2018-09-10
472,window_ok,1112.HK,2018-09-10
473,window_ok,1138.HK,2018-09-10
474,window_ok,1257.HK,2018-09-10
475,window_ok,1299.HK,2018-09-10
476,window_ok,1658.HK,2018-09-10
477,window_ok,1686.HK,2018-09-10
478,window_ok,3320.HK,2018-09-10
479,window_ok,3618.HK,2018-09-10
480,window_ok,0066.HK,2018-09-10
481,window_ok,0390.HK,2018-09-10
482,no_history,0494.HK,2018-09-10
483,window_ok,1398.HK,2018-09-10
484,window_ok,3968.HK,2018-09-10
485,window_ok,3988.HK,2018-09-10
486,window_ok,0069.HK,2018-09-10
487,window_ok,0087.HK,2018-09-10
488,window_ok,0316.HK,2018-09-10
489,window_ok,0683.HK,2018-09-10
490,window_ok,0981.HK,2018-09-10
491,window_ok,1109.HK,2018-09-10
492,window_ok,0023.HK,2018-09-10
493,window_ok,0144.HK,2018-09-10
494,window_ok,1177.HK,2018-09-10
495,window_ok,2313.HK,2018-09-10
496,window_ok,0317.HK,2018-09-10
497,window_ok,600685.SS,2018-09-10
498,window_ok,1528.HK,2018-09-10
499,window_ok,601828.SS,2018-09-10
500,window_ok,6881.HK,2018-12-10
501,window_ok,0788.HK,2018-12-10
502,window_ok,0788.HK,2018-12-10
503,window_ok,2048.HK,2018-12-10
504,window_ok,6862.HK,2018-12-10
505,window_ok,1336.HK,2019-03-11
506,window_ok,601336.SS,2019-03-11
507,window_ok,601360.SS,2019-03-11
508,window_ok,6060.HK,2019-03-11
509,window_ok,3323.HK,2019-03-11
510,no_history,0054.HK,2019-03-11
511,window_ok,0242.HK,2019-03-11
512,window_ok,0315.HK,2019-03-11
513,window_ok,0316.HK,2019-03-11
514,window_ok,0439.HK,2019-03-11
515,window_ok,0698.HK,2019-03-11
516,window_ok,0737.HK,2019-03-11
517,window_ok,0751.HK,2019-03-11
518,window_ok,0777.HK,2019-03-11
519,window_ok,0934.HK,2019-03-11
520,window_ok,1282.HK,2019-03-11
521,window_ok,1293.HK,2019-03-11
522,window_ok,1919.HK,2019-03-11
523,window_ok,2048.HK,2019-03-11
524,window_ok,0268.HK,2019-03-11
525,window_ok,0467.HK,2019-03-11
526,window_ok,0612.HK,2019-03-11
527,window_ok,0691.HK,2019-03-11
528,window_ok,0780.HK,2019-03-11
529,no_history,1992.HK,2019-03-11
530,window_ok,2005.HK,2019-03-11
531,window_ok,2331.HK,2019-03-11
532,window_ok,2869.HK,2019-03-11
533,window_ok,2888.HK,2019-03-11
534,window_ok,3633.HK,2019-03-11
535,window_ok,0836.HK,2019-03-11
536,window_ok,0669.HK,2019-03-11
537,window_ok,0525.HK,2019-03-11
538,window_ok,601333.SS,2019-03-11
539,window_ok,0921.HK,2019-03-11
540,window_ok,000921.SZ,2019-03-11
541,window_ok,0991.HK,2019-03-11
542,window_ok,601991.SS,2019-03-11
543,window_ok,1157.HK,2019-03-11
544,window_ok,000157.SZ,2019-03-11
545,window_ok,1528.HK,2019-03-11
546,window_ok,601828.SS,2019-03-11
547,window_ok,1618.HK,2019-03-11
548,window_ok,601618.SS,2019-03-11
549,window_ok,1812.HK,2019-03-11
550,window_ok,000488.SZ,2019-03-11
551,window_ok,2611.HK,2019-03-11
552,window_ok,601211.SS,2019-03-11
553,window_ok,2727.HK,2019-03-11
554,window_ok,601727.SS,2019-03-11
555,window_ok,2866.HK,2019-03-11
556,window_ok,601866.SS,2019-03-11
557,window_ok,3958.HK,2019-03-11
558,window_ok,600958.SS,2019-03-11
559,window_ok,6099.HK,2019-03-11
560,window_ok,600999.SS,2019-03-11
561,window_ok,1339.HK,2019-03-11
562,window_ok,601319.SS,2019-03-11
563,window_ok,1772.HK,2019-03-11
564,window_ok,002460.SZ,2019-03-11
565,window_ok,1787.HK,2019-03-11
566,window_ok,600547.SS,2019-03-11
567,window_ok,2359.HK,2019-03-11
568,window_ok,603259.SS,2019-03-11
569,window_ok,6869.HK,2019-03-11
570,window_ok,601869.SS,2019-03-11
571,window_ok,0753.HK,2019-06-17
572,window_ok,0902.HK,2019-06-17
573,window_ok,1776.HK,2019-06-17
574,window_ok,1816.HK,2019-06-17
575,window_ok,2333.HK,2019-06-17
576,window_ok,0291.HK,2019-06-17
577,window_ok,0960.HK,2019-06-17
578,window_ok,2007.HK,2019-06-17
579,window_ok,2020.HK,2019-06-17
580,window_ok,2688.HK,2019-06-17
581,window_ok,1896.HK,2019-06-17
582,window_ok,000001.SZ,2019-09-09
583,window_ok,000021.SZ,2019-09-09
584,window_ok,000035.SZ,2019-09-09
585,window_ok,000039.SZ,2019-09-09
586,no_history,000046.SZ,2019-09-09
587,window_ok,000050.SZ,2019-09-09
588,window_ok,000063.SZ,2019-09-09
589,window_ok,000066.SZ,2019-09-09
590,window_ok,000100.SZ,2019-09-09
591,window_ok,000513.SZ,2019-09-09
592,window_ok,000528.SZ,2019-09-09
593,no_history,000540.SZ,2019-09-09
594,window_ok,000546.SZ,2019-09-09
595,window_ok,000825.SZ,2019-09-09
596,window_ok,000997.SZ,2019-09-09
597,window_ok,001979.SZ,2019-09-09
598,window_ok,002078.SZ,2019-09-09
599,window_ok,002179.SZ,2019-09-09
600,window_ok,002249.SZ,2019-09-09
601,window_ok,002371.SZ,2019-09-09
602,window_ok,002407.SZ,2019-09-09
603,window_ok,002415.SZ,2019-09-09
604,window_ok,002601.SZ,2019-09-09
605,window_ok,002815.SZ,2019-09-09
606,window_ok,002916.SZ,2019-09-09
607,window_ok,300124.SZ,2019-09-09
608,window_ok,300274.SZ,2019-09-09
609,window_ok,300398.SZ,2019-09-09
610,window_ok,300750.SZ,2019-09-09
611,window_ok,600011.SS,2019-09-09
612,window_ok,600012.SS,2019-09-09
613,window_ok,600018.SS,2019-09-09
614,window_ok,600020.SS,2019-09-09
615,window_ok,600025.SS,2019-09-09
616,window_ok,600026.SS,2019-09-09
617,window_ok,600114.SS,2019-09-09
618,window_ok,600171.SS,2019-09-09
619,window_ok,600183.SS,2019-09-09
620,window_ok,600188.SS,2019-09-09
621,window_ok,600216.SS,2019-09-09
622,window_ok,600271.SS,2019-09-09
623,window_ok,600282.SS,2019-09-09
624,window_ok,600323.SS,2019-09-09
625,window_ok,600332.SS,2019-09-09
626,window_ok,600337.SS,2019-09-09
627,window_ok,600377.SS,2019-09-09
628,window_ok,600380.SS,2019-09-09
629,window_ok,600525.SS,2019-09-09
630,no_history,600565.SS,2019-09-09
631,window_ok,600580.SS,2019-09-09
632,window_ok,600588.SS,2019-09-09
633,window_ok,600600.SS,2019-09-09
634,window_ok,600648.SS,2019-09-09
635,window_ok,600750.SS,2019-09-09
636,window_ok,600775.SS,2019-09-09
637,window_ok,600808.SS,2019-09-09
638,window_ok,600860.SS,2019-09-09
639,window_ok,600871.SS,2019-09-09
640,window_ok,600874.SS,2019-09-09
641,window_ok,600875.SS,2019-09-09
642,window_ok,600958.SS,2019-09-09
643,window_ok,601012.SS,2019-09-09
644,window_ok,601066.SS,2019-09-09
645,window_ok,601088.SS,2019-09-09
646,window_ok,601138.SS,2019-09-09
647,window_ok,601166.SS,2019-09-09
648,window_ok,601186.SS,2019-09-09
649,window_ok,601200.SS,2019-09-09
650,window_ok,601211.SS,2019-09-09
651,window_ok,601231.SS,2019-09-09
652,window_ok,601326.SS,2019-09-09
653,window_ok,601330.SS,2019-09-09
654,window_ok,601600.SS,2019-09-09
655,window_ok,601607.SS,2019-09-09
656,window_ok,601688.SS,2019-09-09
657,window_ok,601717.SS,2019-09-09
658,window_ok,601788.SS,2019-09-09
659,window_ok,601811.SS,2019-09-09
660,window_ok,601818.SS,2019-09-09
661,window_ok,601828.SS,2019-09-09
662,window_ok,601866.SS,2019-09-09
663,window_ok,601881.SS,2019-09-09
664,window_ok,601888.SS,2019-09-09
665,window_ok,601899.SS,2019-09-09
666,window_ok,601939.SS,2019-09-09
667,window_ok,601992.SS,2019-09-09
668,window_ok,603019.SS,2019-09-09
669,window_ok,603337.SS,2019-09-09
670,window_ok,603588.SS,2019-09-09
671,window_ok,603595.SS,2019-09-09
672,window_ok,603659.SS,2019-09-09
673,window_ok,603680.SS,2019-09-09
674,window_ok,603737.SS,2019-09-09
675,window_ok,603773.SS,2019-09-09
676,window_ok,603993.SS,2019-09-09
677,window_ok,601328.SS,2019-09-09
678,window_ok,601398.SS,2019-09-09
679,window_ok,000063.SZ,2019-09-09
680,window_ok,000100.SZ,2019-09-09
681,window_ok,000825.SZ,2019-09-09
682,window_ok,002202.SZ,2019-09-09
683,window_ok,002415.SZ,2019-09-09
684,window_ok,002916.SZ,2019-09-09
685,window_ok,300750.SZ,2019-09-09
686,window_ok,600089.SS,2019-09-09
687,window_ok,600115.SS,2019-09-09
688,window_ok,600377.SS,2019-09-09
689,window_ok,600600.SS,2019-09-09
690,window_ok,601138.SS,2019-09-09
691,window_ok,601601.SS,2019-09-09
692,window_ok,601607.SS,2019-09-09
693,window_ok,601618.SS,2019-09-09
694,window_ok,601808.SS,2019-09-09
695,window_ok,601991.SS,2019-09-09
