change_type,event_day,n_events,avg_daily_ret,med_daily_ret,avg_cum_ret,med_cum_ret
Inclusion,-3,1031,0.002819460305441371,0.0,0.016228462861313398,-0.003003000207918216
Inclusion,-2,1031,0.0027439147525961127,0.0007575931080556764,-0.00591613392093397,-0.0029443473506198803
Inclusion,-1,1031,0.006964176757134561,0.0012674561534928852,-0.0006420337881363477,0.0
Inclusion,0,1031,0.002004955830139972,0.0,0.0,0.0
Inclusion,1,1031,-0.004341699216535543,-0.004034797750973151,-0.004341699216535543,-0.004034797750973151
Inclusion,2,1031,0.0023383047978667807,0.0,-0.0020737389153100624,-0.002202676470228093
Inclusion,3,1031,-0.0015652646164192499,-0.003623184962974757,-0.0035025718379515782,-0.005037778534604964
Inclusion,4,1031,0.0012484872523521044,0.00028874527732991595,-0.002063302409790779,-0.003921596004491157
Inclusion,5,1031,0.0028482680701908147,0.0023255459097928366,0.00047655493364411885,-0.003044137047785833
Inclusion,6,1031,-0.004721261245031119,-0.004477572212719494,-0.004326065282434787,-0.009153352835136186
Inclusion,7,1031,-0.0008223590387912985,0.0,-0.005144983957118477,-0.009433978296411794
Inclusion,8,1031,0.0009859816110496845,0.0,-0.003920119556810033,-0.006920490871662466
Inclusion,9,1031,-0.0010884646804228133,-0.001268259808694272,-0.005032929259867973,-0.00896860123562837
Inclusion,10,1027,0.006795171647368586,0.0013244704360337867,0.0016181695328751674,-0.00636949639391915
Inclusion,11,1027,-0.003916894749066266,-0.00327868544904808,-0.001629403119804041,-0.008952154205608798
Inclusion,12,1027,-0.000974628171090486,-0.0015637574296373247,-0.003157963490881739,-0.010396929875088667
Inclusion,13,1027,0.005102811060436511,0.0,0.001860318804818409,-0.011071596540496609
Inclusion,14,1027,0.004576618252802739,0.0,0.006892999237571634,-0.012048226286770936
Inclusion,15,1027,-0.00243710327984105,-0.0059101655912316975,0.005300463624964713,-0.01889018337390036
Inclusion,16,1027,0.0018094302132800845,0.0,0.008559636196689369,-0.022265526945963066
Inclusion,17,1027,0.00012825075535267887,0.0,0.007136802866163996,-0.017039488310583772
Inclusion,18,1027,0.0022330044248433296,0.0011904580252510844,0.009904153009010453,-0.015411986718884552
Inclusion,19,1027,0.00518416937087811,0.0016750162955303516,0.01726382818749769,-0.016528854154975625
Inclusion,20,1027,-0.007670674117317634,0.0,0.005084487256526307,-0.012775802678684056
Inclusion,21,1027,-0.0010241668193140454,-0.0017482084635430661,0.003618310380130912,-0.013358792796861696
Inclusion,22,1027,0.0008817463273964408,0.0006725360159249849,0.004173256675656213,-0.014420157844992176
Inclusion,23,1027,0.0017730863270425472,0.0,0.005576717060252553,-0.01104103627391928
Inclusion,24,1027,0.0019906545682699104,0.0,0.006821229284843657,-0.014308449984832161
Inclusion,25,1027,0.002176485421610476,0.0,0.009417118108720078,-0.01298702677407837
Inclusion,26,1027,-0.0023321252813692517,-0.0014204193322248093,0.006704154907357491,-0.0134528557317245
Inclusion,27,1027,0.004917701171453261,0.0,0.012035019027528364,-0.013227500712890472
Inclusion,28,1027,-0.0006492953189128731,-0.0015151139680561476,0.010398514872360574,-0.011695744991993773
Inclusion,29,1027,0.00036126800010097314,0.0,0.011147508968245639,-0.01244818006890358
Inclusion,30,1027,0.002081520909591106,0.0,0.01417447222833571,-0.012986956689826412
Inclusion,31,1027,-0.0017078514039644262,-0.003095972261364044,0.012110696087869187,-0.014975003894037942
Inclusion,32,1027,-0.004092612470038241,-0.003853560829674585,0.00871820984534628,-0.02096434067765862
Inclusion,33,1027,-0.001601347170616967,-0.002057684786355929,0.007208466986903752,-0.021686658712741003
Inclusion,34,1027,0.00401508884488628,0.0032414879544906405,0.012039029782851526,-0.018239836432463186
Inclusion,35,1027,-0.0016706916964406482,0.0,0.010197789460534625,-0.014975066416034966
Inclusion,36,1027,0.0009114093273477326,0.0,0.009589872367920407,-0.014256557433726447
Inclusion,37,1027,-0.0006511789676830825,-0.001230079354009983,0.008404531867400145,-0.012618284192532747
Inclusion,38,1027,0.0008806641204725641,0.0,0.009306508557039787,-0.012530050186516206
Inclusion,39,1027,0.0017024116589109883,-0.000882666379717012,0.011931272888825381,-0.013931853443343023
Inclusion,40,1027,0.00016963093295745935,-0.0020463665268377618,0.01168565231337156,-0.017786591621669512
Inclusion,41,1027,0.0005177798838221931,0.000812288778770931,0.011844642853141064,-0.015424210688960382
Inclusion,42,1027,-0.003032640280661082,-0.0026315764707210976,0.008583505185682886,-0.018599612136279697
Inclusion,43,1027,0.002308291839231134,0.0004979811143279722,0.009652935600164286,-0.014195607322052495
Inclusion,44,1027,-0.004225516784060131,-0.004854364437391179,0.004089542201639258,-0.018075180473669183
Inclusion,45,1027,0.005790651171274857,0.002994080611017358,0.009263843861799787,-0.014771034699306296
Inclusion,46,1027,0.0025641217125142567,0.0,0.011076255866963682,-0.015624985448084439
Inclusion,47,1027,-4.292273818416038e-05,-0.0016051731703402572,0.01175434764807257,-0.016014177505944804
Inclusion,48,1027,-0.00031104545805305266,0.0,0.010522382378658436,-0.011916553968308041
Inclusion,49,1027,-0.0012171913970487809,0.0,0.010024393241091702,-0.014831457245215951
Inclusion,50,1027,0.0028884769412233792,0.0009600219726562109,0.012591930573633576,-0.011666617160466575
Inclusion,51,1027,-0.003662834843303281,-0.0029850718650553665,0.008818292650036672,-0.01488829988784035
Inclusion,52,1027,-0.0020178121441583844,-0.0023922852763973435,0.006623020066014463,-0.016178037970893566
Inclusion,53,1027,-0.0010198938020847639,-0.0002789357716069807,0.005660754636511307,-0.013559308883548837
Inclusion,54,1027,-0.0029868499842033323,-0.001236122211769941,0.0018994990114698698,-0.01886790755296608
Inclusion,55,1027,0.001717611637567463,0.0012172668565268996,0.003043144429787869,-0.015845013815265707
Inclusion,56,1027,-0.0005835288521175883,-0.0008764442607862577,0.002367922978890062,-0.016058371884979494
Inclusion,57,1027,0.002128205124379457,0.0,0.004523382142983366,-0.01459852019106389
Inclusion,58,1027,0.002554397591200116,0.0020533044519943644,0.007708185119048771,-0.015228483898008571
Inclusion,59,1027,0.0016567517564305008,0.0,0.008810910280588996,-0.013225976877706103
Inclusion,60,1027,-0.0015797147890453396,-0.0011306080926999362,0.006786120739083134,-0.013079626477174644
Removal,-60,472,,,0.0764226506388478,0.038610670703405625
Removal,-59,472,-0.0032496310002767185,-0.0019706723991175235,0.07225324783755128,0.03881305571693283
Removal,-58,472,0.002065611711709068,0.0,0.0743834050435795,0.04163912907575751
Removal,-57,472,-0.008457845742836007,-0.008671675600781303,0.0629086621991111,0.028397043655199794
Removal,-56,472,0.00489623023847865,0.0,0.06569209560035809,0.03454177129253089
Removal,-55,472,0.006029047002872864,0.002865326772472976,0.07229481535764143,0.041346593165659584
Removal,-54,472,-0.009138994549392081,-0.00686890822821512,0.06091494889721423,0.03327109875379153
Removal,-53,472,-0.0014102402708015432,-0.001675023020383637,0.05756213775122844,0.031320071994589416
Removal,-52,472,-0.0013466303139509526,0.0,0.05316469060108204,0.026027237434134598
Removal,-51,472,0.00012232102767224335,0.0,0.05218736705944693,0.030690747408908314
Removal,-50,472,0.000993990753100266,0.0,0.05304353708384188,0.02736736965262221
Removal,-49,472,-0.005096302444177861,-0.00542504944308092,0.04592321870664175,0.028174598459844713
Removal,-48,472,-0.0001317528409677604,0.0,0.04463887829895186,0.023812177786352917
Removal,-47,472,0.0029252994402586,0.0,0.04580373384956141,0.022198112974985085
Removal,-46,472,0.007753553978520913,0.0037855018540791097,0.05456031884596415,0.02789855099350591
Removal,-45,472,-0.00031460793089983807,0.0,0.05227094581387749,0.026776065570853214
Removal,-44,472,0.007685153631108606,0.0,0.05824956563386889,0.04418704064124934
Removal,-43,472,-0.006146769421211832,-0.00537827014612785,0.050967772986058694,0.03702391683524209
Removal,-42,472,0.0030056860134495805,0.0,0.05178122798476083,0.040479830607810574
Removal,-41,472,-0.0009211729541077279,-0.0020245974341310258,0.049469974916332475,0.03469875884012219
Removal,-40,472,0.0006154435291455455,-0.00105924075441588,0.05098908184366484,0.03178475128454572
Removal,-39,472,0.005649084546165403,0.0022610692893784146,0.057570321773427156,0.04611232738206761
Removal,-38,472,-0.0068078254332426934,-0.00502581223988946,0.048643464743992254,0.036352443127967704
Removal,-37,472,-0.005607945497863632,-0.005711032223024326,0.04187261850872403,0.02781476319461529
Removal,-36,472,-0.004169634601670746,0.0,0.037002416687231345,0.02712426774545884
