date,index,change_type,ticker,ticker_normalized,company
9/9/19,Hang Seng China A Top 100 Index,Exclusion,600221,600221.SH,"Hainan Airlines Holding Co., Ltd."
9/9/19,Hang Seng China A Top 100 Index,Exclusion,601018,601018.SH,Ningbo Zhoushan Port Company Limited
9/9/19,Hang Seng China A Top 100 Index,Exclusion,601600,601600.SH,Aluminum Corporation of China Limited
9/9/19,Hang Seng China A Top 100 Index,Exclusion,601881,601881.SH,"China Galaxy Securities Co.,Ltd."
9/9/19,Hang Seng China A Top 100 Index,Exclusion,601992,601992.SH,BBMG Corporation
9/9/19,Hang Seng China A Top 100 Index,Inclusion,300498,300498.SZ,"Wens Foodstuff Group Co., Ltd."
9/9/19,Hang Seng China A Top 100 Index,Inclusion,300750,300750.SZ,"Contemporary Amperex Technology Co., Limited"
9/9/19,Hang Seng China A Top 100 Index,Inclusion,600031,600031.SH,"Sany Heavy Industry Co., Ltd."
9/9/19,Hang Seng China A Top 100 Index,Inclusion,600346,600346.SH,"Hengli Petrochemical Co., Ltd."
9/9/19,Hang Seng China A Top 100 Index,Inclusion,600406,600406.SH,"NARI Technology Co., Ltd."
9/9/19,Hang Seng China A Top 100 Index,Inclusion,601155,601155.SH,"Seazen Holdings Co., Ltd"
9/9/19,Hang Seng China A Top 100 Index,Inclusion,601319,601319.SH,The People's Insurance Company (Group) of China Limited
9/9/19,Hang Seng China A Top 100 Index,Inclusion,601888,601888.SH,China International Travel Service Corporation Limited
9/9/19,Hang Seng China Enterprises Index,Exclusion,489,0489.HK,Dongfeng Motor Group Co. Ltd. - H Shares
9/9/19,Hang Seng China Enterprises Index,Exclusion,1359,1359.HK,"China Cinda Asset Management Co., Ltd. - H Shares"
9/9/19,Hang Seng China Enterprises Index,Exclusion,2238,2238.HK,"Guangzhou Automobile Group Co., Ltd. - H Shares"
9/9/19,Hang Seng China Enterprises Index,Exclusion,2799,2799.HK,"China Huarong Asset Management Co., Ltd. - H Shares"
9/9/19,Hang Seng China Enterprises Index,Exclusion,6886,6886.HK,"Huatai Securities Co., Ltd. - H Shares"
9/9/19,Hang Seng China Enterprises Index,Inclusion,151,0151.HK,Want Want China Holdings Ltd.
9/9/19,Hang Seng China Enterprises Index,Inclusion,175,0175.HK,Geely Automobile Holdings Ltd.
9/9/19,Hang Seng China Enterprises Index,Inclusion,656,0656.HK,Fosun International Ltd.
9/9/19,Hang Seng China Enterprises Index,Inclusion,966,0966.HK,China Taiping Insurance Holdings Co. Ltd.
9/9/19,Hang Seng China Enterprises Index,Inclusion,1918,1918.HK,Sunac China Holdings Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Exclusion,45,0045.HK,"The Hongkong and Shanghai Hotels, Ltd."
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Exclusion,127,0127.HK,Chinese Estates Holdings Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Exclusion,511,0511.HK,Television Broadcasts Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Exclusion,582,0582.HK,Landing International Development Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Exclusion,691,0691.HK,China Shanshui Cement Group Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Exclusion,1141,1141.HK,CMBC Capital Holdings Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Exclusion,1515,1515.HK,China Resources Medical Holdings Co. Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Exclusion,1992,1992.HK,Fosun Tourism Group
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Exclusion,2038,2038.HK,FIH Mobile Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Exclusion,2356,2356.HK,Dah Sing Banking Group Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Exclusion,2888,2888.HK,Standard Chartered PLC
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Exclusion,6099,6099.HK,"China Merchants Securities Co., Ltd. - H Shares"
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Inclusion,667,0667.HK,China East Education Holdings Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Inclusion,1579,1579.HK,Yihai International Holding Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Inclusion,1717,1717.HK,Ausnutria Dairy Corporation Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Inclusion,1951,1951.HK,Jinxin Fertility Group Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Inclusion,3301,3301.HK,Ronshine China Holdings Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Inclusion,3692,3692.HK,Hansoh Pharmaceutical Group Co. Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Inclusion,3883,3883.HK,China Aoyuan Group Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Inclusion,3990,3990.HK,Midea Real Estate Holding Ltd.
9/9/19,Hang Seng Composite LargeCap & MidCap Index,Inclusion,3998,3998.HK,Bosideng International Holdings Ltd.
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,45,0045.HK,HK&S HOTELS
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,163,0163.HK,EMPEROR INT'L
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,168,0168.HK,TSINGTAO BREW
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,215,0215.HK,HUTCHTEL HK
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,288,0288.HK,WH GROUP
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,316,0316.HK,OOIL
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,330,0330.HK,ESPRIT HOLDINGS
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,517,0517.HK,COSCO SHIP INTL
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,737,0737.HK,BAY AREA DEV
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,787,0787.HK,GLOBAL BRANDS
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,1199,1199.HK,COSCO SHIP PORT
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,1208,1208.HK,MMG
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,20,0020.HK,WHEELOCK
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,52,0052.HK,FAIRWOOD HOLD
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,123,0123.HK,YUEXIU PROPERTY
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,586,0586.HK,CONCH VENTURE
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,808,0808.HK,PROSPERITY REIT
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,1070,1070.HK,TCL ELECTRONICS
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,1099,1099.HK,SINOPHARM
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,1333,1333.HK,CHINA ZHONGWANG
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,3396,3396.HK,LEGENDHOLDING
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,3883,3883.HK,CHINA AOYUAN
9/9/19,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,3988,3988.HK,BANK OF CHINA
9/9/19,Hang Seng Corporate Sustainability Index,Exclusion,316,0316.HK,Orient Overseas (International) Ltd.
9/9/19,Hang Seng Corporate Sustainability Index,Exclusion,941,0941.HK,China Mobile Ltd.
9/9/19,Hang Seng Corporate Sustainability Index,Inclusion,345,0345.HK,Vitasoy International Holdings Ltd.
9/9/19,Hang Seng Corporate Sustainability Index,Inclusion,1299,1299.HK,AIA Group Ltd.
9/9/19,Hang Seng Stock Connect China AH Index Series,Exclusion,1772 / 002460,1772.HK / 002460.SZ,"Ganfeng Lithium Co., Ltd."
9/9/19,Hang Seng Stock Connect China AH Index Series,Inclusion,548 / 600548,0548.HK / 600548.SH,Shenzhen Expressway Co. Ltd.
9/9/19,Hang Seng Stock Connect China AH Index Series,Inclusion,598 / 601598,0598.HK / 601598.SH,Sinotrans Ltd.
9/9/19,Hang Seng Stock Connect China AH Index Series,Inclusion,921 / 000921,0921.HK / 000921.SZ,"Hisense Home Appliances Group Co., Ltd."
9/9/19,Hang Seng Stock Connect China AH Index Series,Inclusion,1157 / 000157,1157.HK / 000157.SZ,Zoomlion Heavy Industry Science and Technology Co.
9/9/19,Hang Seng Stock Connect China AH Index Series,Inclusion,1528 / 601828,1528.HK / 601828.SH,Red Star Macalline Group Corporation Ltd.
9/9/19,Hang Seng Stock Connect China AH Index Series,Inclusion,2611 / 601211,2611.HK / 601211.SH,"Guotai Junan Securities Co., Ltd."
9/9/19,Hang Seng Stock Connect China AH Index Series,Inclusion,3958 / 600958,3958.HK / 600958.SH,Orient Securities Company Limited
9/9/19,Hang Seng Stock Connect China AH Index Series,Inclusion,6066 / 601066,6066.HK / 601066.SH,"CSC Financial Co., Ltd."
9/9/19,Hang Seng Stock Connect China AH Index Series,Inclusion,6178 / 601788,6178.HK / 601788.SH,Everbright Securities Co. Ltd.
9/9/19,Hang Seng Stock Connect China AH Index Series,Inclusion,6806 / 000166,6806.HK / 000166.SZ,"Shenwan Hongyuan Group Co., Ltd."
9/9/19,Hang Seng Stock Connect China AH Index Series,Inclusion,6865 / 601865,6865.HK / 601865.SH,"Flat Glass Group Co., Ltd."
12/9/19,Hang Seng China Enterprises Index,Exclusion,390,0390.HK,China Railway Group Ltd. - H Shares
12/9/19,Hang Seng China Enterprises Index,Exclusion,3323,3323.HK,China National Building Material Co. Ltd. - H Shares
12/9/19,Hang Seng China Enterprises Index,Inclusion,1177,1177.HK,Sino Biopharmaceutical Ltd.
12/9/19,Hang Seng China Enterprises Index,Inclusion,1193,1193.HK,China Resources Gas Group Ltd.
12/9/19,Hang Seng Composite LargeCap & MidCap Index,Inclusion,2772,2772.HK,Zhongliang Holdings Group Co. Ltd. MidCap Properties & Construction
3/9/20,Hang Seng China 50 Index,Inclusion,914,0914.HK,Anhui Conch Cement Co. Ltd.
3/9/20,Hang Seng China 50 Index,Inclusion,1109,1109.HK,China Resources Land Ltd.
3/9/20,Hang Seng China 50 Index,Inclusion,603288,603288.SH,Foshan Haitian Flavouring and Food Company Ltd.
3/9/20,Hang Seng China 50 Index,Removal,600010,600010.SH,"Baoshan Iron & Steel Co., Ltd."
3/9/20,Hang Seng China 50 Index,Removal,601360,601360.SH,360 Security Technology Inc.
3/9/20,Hang Seng China 50 Index,Removal,601390,601390.SH,China Railway Group Ltd.
3/9/20,Hang Seng China Enterprises Index,Inclusion,586,0586.HK,China Conch Venture Holdings Ltd.
3/9/20,Hang Seng China Enterprises Index,Inclusion,2382,2382.HK,Sunny Optical Technology (Group) Co. Ltd.
3/9/20,Hang Seng China Enterprises Index,Removal,1339,1339.HK,The People's Insurance Co. (Group) of China Ltd. - H Shares
3/9/20,Hang Seng China Enterprises Index,Removal,1766,1766.HK,CRRC Corporation Ltd. - H Shares
3/9/20,Hang Seng Composite Index,Inclusion,116,0116.HK,Chow Sang Sang Holdings International Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,120,0120.HK,Cosmopolitan International Holdings Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,302,0302.HK,CMGE Technology Group Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,697,0697.HK,Shougang Concord International Enterprises Co. Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,826,0826.HK,Tiangong International Co. Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,1268,1268.HK,China MeiDong Auto Holdings Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,1282,1282.HK,Glory Sun Financial Group Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,1286,1286.HK,Impro Precision Industries Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,1691,1691.HK,JS Global Lifestyle Co. Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,1789,1789.HK,AK Medical Holdings Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,1836,1836.HK,Stella International Holdings Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,1873,1873.HK,Viva Biotech Holdings
3/9/20,Hang Seng Composite Index,Inclusion,1881,1881.HK,Regal Real Estate Investment Trust
3/9/20,Hang Seng Composite Index,Inclusion,2048,2048.HK,E-House (China) Enterprise Holdings Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,2103,2103.HK,Sinic Holdings (Group) Co. Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,2400,2400.HK,XD Inc.
3/9/20,Hang Seng Composite Index,Inclusion,3319,3319.HK,"A-Living Services Co., Ltd. - H Shares"
3/9/20,Hang Seng Composite Index,Inclusion,3331,3331.HK,Vinda International Holdings Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,6049,6049.HK,"Poly Property Development Co., Ltd. - H Shares"
3/9/20,Hang Seng Composite Index,Inclusion,6069,6069.HK,Sheng Ye Capital Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,6110,6110.HK,Topsports International Holdings Ltd.
3/9/20,Hang Seng Composite Index,Inclusion,6186,6186.HK,China Feihe Ltd.
3/9/20,Hang Seng Composite Index,Removal,52,0052.HK,Fairwood Holdings Ltd.
3/9/20,Hang Seng Composite Index,Removal,321,0321.HK,Texwinca Holdings Ltd.
3/9/20,Hang Seng Composite Index,Removal,400,0400.HK,Cogobuy Group
3/9/20,Hang Seng Composite Index,Removal,439,0439.HK,KuangChi Science Ltd.
3/9/20,Hang Seng Composite Index,Removal,508,0508.HK,Dingyi Group Investment Ltd.
3/9/20,Hang Seng Composite Index,Removal,511,0511.HK,Television Broadcasts Ltd.
3/9/20,Hang Seng Composite Index,Removal,512,0512.HK,China Grand Pharmaceutical and Healthcare Holdings Ltd.
3/9/20,Hang Seng Composite Index,Removal,579,0579.HK,"Beijing Jingneng Clean Energy Co., Ltd. - H Shares"
3/9/20,Hang Seng Composite Index,Removal,699,0699.HK,CAR Inc.
3/9/20,Hang Seng Composite Index,Removal,860,0860.HK,WE Solutions Ltd.
3/9/20,Hang Seng Composite Index,Removal,931,0931.HK,China LNG Group Ltd.
3/9/20,Hang Seng Composite Index,Removal,950,0950.HK,Lee's Pharmaceutical Holdings Ltd.
3/9/20,Hang Seng Composite Index,Removal,951,0951.HK,Chaowei Power Holdings Ltd.
3/9/20,Hang Seng Composite Index,Removal,1086,1086.HK,Goodbaby International Holdings Ltd.
3/9/20,Hang Seng Composite Index,Removal,1361,1361.HK,361 Degrees International Ltd.
3/9/20,Hang Seng Composite Index,Removal,1680,1680.HK,Macau Legend Development Ltd.
3/9/20,Hang Seng Composite Index,Removal,1916,1916.HK,"Jiangxi Bank Co., Ltd. - H Shares"
3/9/20,Hang Seng Composite Index,Removal,1980,1980.HK,Tian Ge Interactive Holdings Ltd.
3/9/20,Hang Seng Composite Index,Removal,2099,2099.HK,China Gold International Resources Corp. Ltd.
3/9/20,Hang Seng Composite Index,Removal,2232,2232.HK,Crystal International Group Ltd.
3/9/20,Hang Seng Composite Index,Removal,2866,2866.HK,"COSCO SHIPPING Development Co., Ltd. - H Shares"
3/9/20,Hang Seng Composite Index,Removal,3329,3329.HK,BOCOM International Holdings Co. Ltd.
3/9/20,Hang Seng Composite Index,Removal,6100,6100.HK,"Wise Talent Information Technology Co., Ltd."
3/9/20,Hang Seng Composite Index,Removal,6828,6828.HK,Beijing Gas Blue Sky Holdings Ltd.
3/9/20,Hang Seng Composite Index,Removal,6889,6889.HK,"DYNAM JAPAN HOLDINGS Co., Ltd."
3/9/20,Hang Seng Composite Index,Removal,87001,87001.HK,Hui Xian Real Estate Investment Trust
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,555,000555.SZ,Digital China Information Service Company Ltd.
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,967,000967.SZ,Infore Environment Technology Group Co. Ltd.
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,300602,300602.SZ,"Shenzhen FRD Science & Technology Co., Ltd"
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,300770,300770.SZ,"Guangdong South New Media Co., Ltd"
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,3319,3319.HK,"A-Living Services Co., Ltd."
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,3331,3331.HK,Vinda International Holdings Ltd.
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,603983,603983.SH,"Guangdong Marubi Biotechnology Co., Ltd"
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,6049,6049.HK,"Poly Property Development Co., Ltd."
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,6055,6055.HK,China Tobacco International (HK) Co. Ltd.
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,8,000008.SZ,"China High Speed Railway Technology Co., Ltd."
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,36,000036.SZ,China Union Holdings Ltd.
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,2016,002016.SZ,"Guangdong Shirongzhaoye Co., Ltd."
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,178,0178.HK,Sa Sa International Holdings Ltd.
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,511,0511.HK,Television Broadcasts Ltd.
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,751,0751.HK,Skyworth Group Ltd.
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,3933,3933.HK,The United Laboratories International Holdings Ltd.
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,600499,600499.SH,"Keda Clean Energy Co., Ltd."
3/9/20,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,603898,603898.SH,"Guangzhou Holike Creative Home Co., Ltd"
6/8/20,Hang Seng China Enterprises Index,Inclusion,762,0762.HK,China Unicom (Hong Kong) Ltd.
6/8/20,Hang Seng China Enterprises Index,Inclusion,813,0813.HK,Shimao Property Holdings Ltd.
6/8/20,Hang Seng China Enterprises Index,Inclusion,2319,2319.HK,China Mengniu Dairy Co Ltd.
6/8/20,Hang Seng China Enterprises Index,Removal,1336,1336.HK,New China Life Insurance Co Ltd. - H Shares
6/8/20,Hang Seng China Enterprises Index,Removal,1800,1800.HK,China Communications Construction Co Ltd. - H Shares
6/8/20,Hang Seng China Enterprises Index,Removal,6837,6837.HK,Haitong Securities Co Ltd. - H Shares
9/7/20,Hang Seng (China A) Corporate Sustainability Index,Inclusion,2371,002371.SZ,"NAURA Technology Group Co.,Ltd."
9/7/20,Hang Seng (China A) Corporate Sustainability Index,Inclusion,2594,002594.SZ,BYD Company Limited
9/7/20,Hang Seng (China A) Corporate Sustainability Index,Inclusion,300124,300124.SZ,"Shenzhen Inovance Technology Co., Ltd"
9/7/20,Hang Seng (China A) Corporate Sustainability Index,Inclusion,600028,600028.SH,China Petroleum & Chemical Corporation
9/7/20,Hang Seng (China A) Corporate Sustainability Index,Inclusion,600183,600183.SH,"Shengyi Technology Co.,Ltd."
9/7/20,Hang Seng (China A) Corporate Sustainability Index,Inclusion,601231,601231.SH,"Universal Scientific Industrial(Shanghai)Co., Ltd."
9/7/20,Hang Seng (China A) Corporate Sustainability Index,Inclusion,601727,601727.SH,Shanghai Electric Group Company Limited
9/7/20,Hang Seng (China A) Corporate Sustainability Index,Inclusion,603019,603019.SH,"Dawning Information Industry Co.,Ltd"
9/7/20,Hang Seng (China A) Corporate Sustainability Index,Removal,825,000825.SZ,"Shanxi Taigang Stainless Steel Co.,Ltd"
9/7/20,Hang Seng (China A) Corporate Sustainability Index,Removal,2415,002415.SZ,"Hangzhou Hikvision Digital Technology Co.,Ltd."
9/7/20,Hang Seng (China A) Corporate Sustainability Index,Removal,2916,002916.SZ,"Shennan Circuits Co., Ltd."
9/7/20,Hang Seng (China A) Corporate Sustainability Index,Removal,600089,600089.SH,"TBEA Co.,Ltd."
9/7/20,Hang Seng (China A) Corporate Sustainability Index,Removal,601601,601601.SH,"China Pacific Insurance (Group) Co., Ltd."
