ticker_yf,date,index,change_type,days_since_prev_event
2282.HK,2024-09-09,Hang Seng ESG 50 Index,Inclusion,2191.0
2298.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
2298.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Exclusion,539.0
2313.HK,2018-03-05,Hang Seng China Enterprises Index,Inclusion,
2313.HK,2018-09-10,Hang Seng Index,Inclusion,189.0
2319.HK,2020-06-08,Hang Seng China Enterprises Index,Inclusion,
2319.HK,2020-09-07,Hang Seng Corporate Sustainability Index,Inclusion,91.0
2319.HK,2020-09-07,Hang Seng ESG 50 Index,Inclusion,0.0
2319.HK,2026-03-09,Hang Seng HKEX Stock Connect China Enterprises Index,Removal,2009.0
2326.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
2326.HK,2017-03-06,Hang Seng Composite LargeCap & MidCap Index,Exclusion,182.0
2328.HK,2020-09-07,Hang Seng China 50 Index,Removal,
2328.HK,2020-12-07,Hang Seng China Enterprises Index,Removal,91.0
2328.HK,2024-12-09,Hang Seng China Enterprises Index,Inclusion,1463.0
2329.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
2329.HK,2021-09-06,Hang Seng Composite Index,Removal,1281.0
2331.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
2331.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Inclusion,182.0
2331.HK,2021-09-06,Hang Seng China Enterprises Index,Inclusion,910.0
2331.HK,2021-09-06,Hang Seng Index,Inclusion,0.0
2331.HK,2025-03-10,Hang Seng China Enterprises Index,Removal,1281.0
2333.HK,2016-03-14,Hang Seng China 50 Index,Exclusion,
2333.HK,2019-06-17,Hang Seng China Enterprises Index,Exclusion,1190.0
2342.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
2342.HK,2020-09-07,Hang Seng Composite Index,Inclusion,728.0
2352.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
2356.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
2356.HK,2020-09-07,Hang Seng Composite Index,Inclusion,364.0
2356.HK,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
2356.HK,2024-09-09,Hang Seng Composite Index,Inclusion,1463.0
2359.HK,2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,
2359.HK,2023-12-04,Hang Seng Index,Inclusion,1729.0
2362.HK,2020-09-07,Hang Seng Composite Index,Removal,
2362.HK,2021-09-06,Hang Seng Composite Index,Inclusion,364.0
2378.HK,2024-09-09,Hang Seng Corporate Sustainability Index,Inclusion,
2382.HK,2017-12-04,Hang Seng Index,Inclusion,
2382.HK,2020-03-09,Hang Seng China Enterprises Index,Inclusion,826.0
2382.HK,2021-09-06,Hang Seng Corporate Sustainability Index,Inclusion,546.0
2382.HK,2021-09-06,Hang Seng ESG 50 Index,Inclusion,0.0
2386.HK,2021-09-06,Hang Seng Composite Index,Removal,
2386.HK,2024-09-09,Hang Seng Composite Index,Inclusion,1099.0
2390.HK,2025-03-10,Hang Seng Composite Index,Removal,
2400.HK,2020-03-09,Hang Seng Composite Index,Inclusion,
2400.HK,2021-03-15,Hang Seng TECH Index,Removal,371.0
2407.HK,2025-03-10,Hang Seng Composite Index,Removal,
2410.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2410.HK,2025-06-09,Hang Seng Biotech Index,Inclusion,91.0
2411.HK,2025-03-10,Hang Seng Composite Index,Removal,
2415.HK,2024-09-09,Hang Seng Composite Index,Removal,
2416.HK,2024-09-09,Hang Seng Composite Index,Removal,
2419.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
2423.HK,2026-03-09,Hang Seng HKEX Stock Connect China Enterprises Index,Inclusion,
2429.HK,2024-03-04,Hang Seng Composite Index,Inclusion,
2431.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2432.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2443.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
2453.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
2459.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
2460.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2487.HK,2025-03-10,Hang Seng Composite Index,Removal,
2498.HK,2024-06-11,Hang Seng Composite Index,Inclusion,
2498.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,90.0
2500.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
2506.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2507.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2510.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2511.HK,2024-03-04,Hang Seng Composite Index,Inclusion,
2511.HK,2025-03-10,Hang Seng Composite Index,Removal,371.0
2517.HK,2024-03-04,Hang Seng Composite Index,Inclusion,
2518.HK,2021-06-07,Hang Seng Composite Index,Inclusion,
2518.HK,2021-06-07,Hang Seng TECH Index,Inclusion,0.0
2522.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2525.HK,2025-12-08,Hang Seng Composite Index,Inclusion,
2533.HK,2024-12-09,Hang Seng Composite Index,Inclusion,
2550.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
2555.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
2556.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
2562.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2563.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2570.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2577.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2580.HK,2025-12-08,Hang Seng Composite Index,Inclusion,
2582.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2586.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2587.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
2588.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
2590.HK,2025-12-08,Hang Seng Composite Index,Inclusion,
2591.HK,2025-12-08,Hang Seng Composite Index,Inclusion,
2599.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
2602.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
2602.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
2611.HK,2017-09-04,Hang Seng China AH Index Series,Inclusion,
2611.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Inclusion,0.0
2611.HK,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,553.0
2611.HK,2019-09-09,Hang Seng China 50 Index,Exclusion,182.0
2611.HK,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,0.0
2616.HK,2021-09-06,Hang Seng Composite Index,Inclusion,
2618.HK,2021-09-06,Hang Seng China Enterprises Index,Inclusion,
2618.HK,2024-09-09,Hang Seng China Enterprises Index,Removal,1099.0
2618.HK,2024-09-09,Hang Seng Stock Connect China Enterprises Index,Removal,0.0
2628.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
2638.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
2678.HK,2025-03-10,Hang Seng Composite Index,Removal,
2688.HK,2019-06-17,Hang Seng China Enterprises Index,Inclusion,
2688.HK,2020-09-07,Hang Seng ESG 50 Index,Inclusion,448.0
2688.HK,2021-12-06,Hang Seng Index,Inclusion,455.0
2688.HK,2025-12-08,Hang Seng China Enterprises Index,Removal,1463.0
2688.HK,2025-12-08,Hang Seng HKEX Stock Connect China Enterprises Index,Removal,0.0
2689.HK,2021-09-06,Hang Seng ESG 50 Index,Inclusion,
2689.HK,2024-09-09,Hang Seng ESG 50 Index,Removal,1099.0
2727.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
2727.HK,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,182.0
2727.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,2009.0
2768.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
2768.HK,2021-09-06,Hang Seng Composite Index,Removal,1092.0
2772.HK,2019-12-09,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
2778.HK,2021-09-06,Hang Seng ESG 50 Index,Removal,
2778.HK,2025-03-10,Hang Seng Composite Index,Inclusion,1281.0
2798.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
2799.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
2799.HK,2018-06-04,Hang Seng China Enterprises Index,Inclusion,273.0
2799.HK,2019-09-09,Hang Seng China Enterprises Index,Exclusion,462.0
2799.HK,2025-03-10,Hang Seng Composite Index,Inclusion,2009.0
2858.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
2858.HK,2021-03-15,Hang Seng TECH Index,Removal,1106.0
2866.HK,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,
2866.HK,2020-03-09,Hang Seng Composite Index,Removal,364.0
2869.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
2877.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
2877.HK,2021-09-06,Hang Seng Composite Index,Removal,1463.0
2877.HK,2024-03-04,Hang Seng Composite Index,Inclusion,910.0
2883.HK,2016-12-05,Hang Seng China Enterprises Index,Exclusion,
2883.HK,2017-03-06,Hang Seng China AH Index Series,Exclusion,91.0
2883.HK,2017-09-04,Hang Seng China AH Index Series,Inclusion,182.0
2888.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
2888.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,546.0
2888.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Inclusion,371.0
2888.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Exclusion,182.0
2899.HK,2024-06-11,Hang Seng China Enterprises Index,Inclusion,
2899.HK,2024-06-11,Hang Seng Stock Connect China Enterprises Index,Inclusion,0.0
300015.SZ,2024-09-09,Hang Seng Stock Connect China Enterprises Index,Removal,
300083.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
300122.SZ,2024-09-09,Hang Seng China A Industry Top Index,Inclusion,
300124.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
300124.SZ,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Inclusion,364.0
300124.SZ,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Removal,364.0
300274.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
300274.SZ,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Inclusion,728.0
300297.SZ,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
300308.SZ,2026-03-09,Hang Seng HKEX Stock Connect China Enterprises Index,Inclusion,
300348.SZ,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
300377.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
300398.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
300498.SZ,2019-09-09,Hang Seng China A Industry Top Index,Inclusion,
300498.SZ,2019-09-09,Hang Seng China A Top 100 Index,Inclusion,0.0
300602.SZ,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
300633.SZ,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
300671.SZ,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
300676.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
300735.SZ,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
300737.SZ,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
300737.SZ,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1274.0
300750.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
300750.SZ,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,0.0
300750.SZ,2019-09-09,Hang Seng China A Top 100 Index,Inclusion,0.0
300750.SZ,2021-03-15,Hang Seng China 50 Index,Inclusion,553.0
300750.SZ,2024-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,1274.0
300760.SZ,2019-09-09,Hang Seng China A Industry Top Index,Inclusion,
300760.SZ,2020-09-07,Hang Seng China 50 Index,Inclusion,364.0
300760.SZ,2021-09-06,Hang Seng China A Top 100 Index,Inclusion,364.0
300770.SZ,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
300832.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
300888.SZ,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
300973.SZ,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
300999.SZ,2021-03-15,Hang Seng China 50 Index,Inclusion,
300999.SZ,2021-09-06,Hang Seng China A Industry Top Index,Inclusion,175.0
300999.SZ,2021-09-06,Hang Seng China A Top 100 Index,Inclusion,0.0
301510.SZ,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
3259.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
3301.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3306.HK,2021-03-15,Hang Seng Composite Index,Removal,
3306.HK,2024-09-09,Hang Seng Composite Index,Inclusion,1274.0
3308.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
3309.HK,2025-03-10,Hang Seng Composite Index,Removal,
3311.HK,2021-09-06,Hang Seng ESG 50 Index,Removal,
3319.HK,2020-03-09,Hang Seng Composite Index,Inclusion,
3319.HK,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
3319.HK,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1456.0
3320.HK,2017-03-06,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3320.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,553.0
3323.HK,2016-09-05,Hang Seng China Enterprises Index,Exclusion,
3323.HK,2019-03-11,Hang Seng China Enterprises Index,Inclusion,917.0
3323.HK,2019-12-09,Hang Seng China Enterprises Index,Exclusion,273.0
3328.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
3328.HK,2021-09-06,Hang Seng Index,Removal,1092.0
3329.HK,2020-03-09,Hang Seng Composite Index,Removal,
3331.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
3331.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,189.0
3331.HK,2020-03-09,Hang Seng Composite Index,Inclusion,546.0
3331.HK,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
3333.HK,2018-03-05,Hang Seng China 50 Index,Inclusion,
3333.HK,2020-12-07,Hang Seng China Enterprises Index,Inclusion,1008.0
3333.HK,2021-03-15,Hang Seng China 50 Index,Removal,98.0
3333.HK,2021-12-06,Hang Seng China Enterprises Index,Removal,266.0
3347.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
3347.HK,2025-03-10,Hang Seng Composite Index,Removal,1456.0
3377.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
3377.HK,2020-09-07,Hang Seng ESG 50 Index,Removal,1099.0
3377.HK,2024-09-09,Hang Seng Composite Index,Removal,1463.0
3380.HK,2021-09-06,Hang Seng ESG 50 Index,Inclusion,
3382.HK,2020-09-07,Hang Seng Composite Index,Removal,
3383.HK,2025-03-10,Hang Seng Composite Index,Removal,
3396.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
3606.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3613.HK,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
3618.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
3633.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3650.HK,2023-12-04,Hang Seng Composite Index,Inclusion,
3650.HK,2025-03-10,Hang Seng Composite Index,Removal,462.0
3669.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3669.HK,2025-03-10,Hang Seng Composite Index,Removal,2373.0
3690.HK,2020-09-07,Hang Seng China 50 Index,Inclusion,
3690.HK,2020-09-07,Hang Seng China Enterprises Index,Inclusion,0.0
3690.HK,2020-12-07,Hang Seng Index,Inclusion,91.0
3692.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3692.HK,2020-12-07,Hang Seng China Enterprises Index,Inclusion,455.0
3692.HK,2022-06-13,Hang Seng China Enterprises Index,Removal,553.0
3698.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3698.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,721.0
3738.HK,2021-09-06,Hang Seng Composite Index,Inclusion,
3759.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
3759.HK,2024-12-09,Hang Seng Hong Kong-Listed Biotech Index,Removal,1554.0
3759.HK,2025-03-10,Hang Seng Composite Index,Removal,91.0
3800.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
3813.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
3823.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3823.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Exclusion,539.0
3836.HK,2021-09-06,Hang Seng Composite Index,Removal,
3877.HK,2024-03-04,Hang Seng Composite Index,Removal,
3877.HK,2024-09-09,Hang Seng Composite Index,Inclusion,189.0
3883.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3883.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,0.0
3886.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3898.HK,2016-09-05,Hang Seng China Enterprises Index,Inclusion,
3898.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,364.0
3898.HK,2018-06-04,Hang Seng China Enterprises Index,Exclusion,273.0
3899.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
3899.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
3908.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3913.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
3918.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3931.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
3933.HK,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
3933.HK,2023-12-04,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,1365.0
3933.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,280.0
3939.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
3958.HK,2017-03-06,Hang Seng China AH Index Series,Inclusion,
3958.HK,2017-09-04,Hang Seng China AH Index Series,Exclusion,182.0
3958.HK,2018-03-05,Hang Seng China AH Index Series,Inclusion,182.0
3958.HK,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,371.0
3958.HK,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,182.0
3958.HK,2021-09-06,Hang Seng Composite Index,Removal,728.0
3968.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
3968.HK,2018-09-10,Hang Seng Corporate Sustainability Index,Exclusion,0.0
3968.HK,2021-09-06,Hang Seng Index,Inclusion,1092.0
3983.HK,2020-09-07,Hang Seng Composite Index,Removal,
3988.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
3988.HK,2018-09-10,Hang Seng Corporate Sustainability Index,Exclusion,0.0
3988.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,364.0
3988.HK,2020-09-07,Hang Seng ESG 50 Index,Removal,364.0
3990.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3990.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1827.0
3993.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3993.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Removal,2380.0
3996.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
3998.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
600000.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,
600000.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Exclusion,0.0
600010.SS,2020-03-09,Hang Seng China 50 Index,Removal,
600011.SS,2017-03-06,Hang Seng China 50 Index,Exclusion,
600011.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,917.0
600011.SS,2020-09-07,Hang Seng China A Top 100 Index,Removal,364.0
600012.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600018.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600018.SS,2019-09-09,Hang Seng China 50 Index,Exclusion,0.0
600018.SS,2021-09-06,Hang Seng China A Industry Top Index,Removal,728.0
600019.SS,2018-03-05,Hang Seng China 50 Index,Inclusion,
600019.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Inclusion,189.0
600020.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600023.SS,2020-09-07,Hang Seng China A Industry Top Index,Removal,
600023.SS,2020-09-07,Hang Seng China A Top 100 Index,Removal,0.0
600025.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600025.SS,2025-12-08,Hang Seng HKEX Stock Connect China Enterprises Index,Removal,2282.0
600026.SS,2017-09-04,Hang Seng China AH Index Series,Inclusion,
600026.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,735.0
600027.SS,2016-09-05,Hang Seng China A Industry Top Index,Inclusion,
600027.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,735.0
600027.SS,2018-09-10,Hang Seng China A Industry Top Index,Exclusion,0.0
600027.SS,2018-09-10,Hang Seng China A Top 100 Index,Exclusion,0.0
600028.SS,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Inclusion,
600028.SS,2024-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,1463.0
600029.SS,2019-09-09,Hang Seng China A Industry Top Index,Exclusion,
600029.SS,2021-09-06,Hang Seng China A Top 100 Index,Removal,728.0
600030.SS,2024-09-09,Hang Seng (China A) Corporate Sustainability Index,Removal,
600031.SS,2016-09-05,Hang Seng China A Top 100 Index,Exclusion,
600031.SS,2019-09-09,Hang Seng China A Top 100 Index,Inclusion,1099.0
600031.SS,2020-09-07,Hang Seng China A Industry Top Index,Inclusion,364.0
600036.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,
600036.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Exclusion,0.0
600050.SS,2018-03-05,Hang Seng China 50 Index,Inclusion,
600050.SS,2020-09-07,Hang Seng China 50 Index,Removal,917.0
600068.SS,2017-09-04,Hang Seng China A Top 100 Index,Inclusion,
600068.SS,2019-09-09,Hang Seng China A Top 100 Index,Exclusion,735.0
600089.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,
600089.SS,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Removal,364.0
600098.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,
600104.SS,2021-09-06,Hang Seng China 50 Index,Removal,
600104.SS,2024-09-09,Hang Seng (China A) Corporate Sustainability Index,Removal,1099.0
600111.SS,2016-09-05,Hang Seng China A Industry Top Index,Exclusion,
600114.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600115.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600115.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,364.0
600115.SS,2019-09-09,Hang Seng China A Industry Top Index,Exclusion,0.0
600115.SS,2021-09-06,Hang Seng China A Top 100 Index,Removal,728.0
600118.SS,2020-09-07,Hang Seng China A Industry Top Index,Removal,
600143.SS,2020-09-07,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
600170.SS,2018-09-10,Hang Seng China A Top 100 Index,Exclusion,
600171.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600183.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600183.SS,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Inclusion,364.0
600183.SS,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Removal,364.0
600188.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600188.SS,2020-09-07,Hang Seng China A Industry Top Index,Inclusion,364.0
600188.SS,2021-09-06,Hang Seng China A Industry Top Index,Removal,364.0
600188.SS,2021-09-06,Hang Seng China A Top 100 Index,Removal,0.0
600188.SS,2024-09-09,Hang Seng China A Industry Top Index,Removal,1099.0
600196.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Inclusion,
600196.SS,2019-09-09,Hang Seng China A Industry Top Index,Inclusion,364.0
600196.SS,2024-09-09,Hang Seng China A Industry Top Index,Removal,1827.0
600216.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600221.SS,2019-09-09,Hang Seng China A Top 100 Index,Exclusion,
600271.SS,2016-09-05,Hang Seng China A Industry Top Index,Inclusion,
600271.SS,2017-09-04,Hang Seng China A Industry Top Index,Exclusion,364.0
600271.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,735.0
600276.SS,2018-09-10,Hang Seng China 50 Index,Inclusion,
600276.SS,2019-09-09,Hang Seng China A Industry Top Index,Inclusion,364.0
600276.SS,2020-09-07,Hang Seng China A Top 100 Index,Inclusion,364.0
600282.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600297.SS,2017-09-04,Hang Seng China A Top 100 Index,Inclusion,
600297.SS,2020-09-07,Hang Seng China A Top 100 Index,Removal,1099.0
600309.SS,2017-09-04,Hang Seng China A Industry Top Index,Inclusion,
600323.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600332.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600337.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600340.SS,2021-09-06,Hang Seng China A Top 100 Index,Removal,
600346.SS,2019-09-09,Hang Seng China A Top 100 Index,Inclusion,
600346.SS,2020-09-07,Hang Seng China A Industry Top Index,Inclusion,364.0
600346.SS,2024-09-09,Hang Seng China A Industry Top Index,Removal,1463.0
600362.SS,2017-09-04,Hang Seng China A Industry Top Index,Exclusion,
