ticker_yf,date,index,change_type,days_since_prev_event
600362.SS,2020-09-07,Hang Seng China A Top 100 Index,Removal,1099.0
600377.SS,2017-09-04,Hang Seng China AH Index Series,Inclusion,
600377.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,735.0
600377.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,0.0
600377.SS,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Removal,728.0
600380.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600383.SS,2021-09-06,Hang Seng China A Top 100 Index,Removal,
600406.SS,2019-09-09,Hang Seng China A Top 100 Index,Inclusion,
600406.SS,2024-09-09,Hang Seng Stock Connect China Enterprises Index,Inclusion,1827.0
600406.SS,2026-03-09,Hang Seng HKEX Stock Connect China Enterprises Index,Removal,546.0
600438.SS,2024-03-04,Hang Seng Stock Connect China Enterprises Index,Removal,
600499.SS,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
600525.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600547.SS,2017-09-04,Hang Seng China A Industry Top Index,Inclusion,
600547.SS,2018-09-10,Hang Seng China A Industry Top Index,Exclusion,371.0
600547.SS,2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,182.0
600547.SS,2024-09-09,Hang Seng (China A) Corporate Sustainability Index,Removal,2009.0
600548.SS,2017-09-04,Hang Seng China AH Index Series,Inclusion,
600548.SS,2018-03-05,Hang Seng China AH Index Series,Exclusion,182.0
600548.SS,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,553.0
600565.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600580.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600583.SS,2017-09-04,Hang Seng China A Top 100 Index,Exclusion,
600585.SS,2020-09-07,Hang Seng China A Industry Top Index,Inclusion,
600588.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600588.SS,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Inclusion,728.0
600600.SS,2017-03-06,Hang Seng China AH Index Series,Exclusion,
600600.SS,2017-09-04,Hang Seng China A Top 100 Index,Exclusion,182.0
600600.SS,2017-09-04,Hang Seng China AH Index Series,Inclusion,0.0
600600.SS,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,0.0
600600.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,735.0
600600.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,0.0
600600.SS,2024-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,1827.0
600606.SS,2016-09-05,Hang Seng China 50 Index,Inclusion,
600606.SS,2016-09-05,Hang Seng China A Top 100 Index,Inclusion,0.0
600606.SS,2017-09-04,Hang Seng China 50 Index,Exclusion,364.0
600606.SS,2020-09-07,Hang Seng China A Industry Top Index,Inclusion,1099.0
600606.SS,2021-09-06,Hang Seng China A Industry Top Index,Removal,364.0
600637.SS,2017-09-04,Hang Seng China A Industry Top Index,Inclusion,
600637.SS,2018-09-10,Hang Seng China A Industry Top Index,Exclusion,371.0
600648.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600685.SS,2016-03-14,Hang Seng China AH Index Series,Inclusion,
600685.SS,2018-09-10,Hang Seng Stock Connect China AH Index Series,Exclusion,910.0
600688.SS,2016-09-05,Hang Seng China A Industry Top Index,Inclusion,
600688.SS,2017-09-04,Hang Seng China A Top 100 Index,Inclusion,364.0
600688.SS,2020-09-07,Hang Seng China A Industry Top Index,Removal,1099.0
600688.SS,2020-09-07,Hang Seng China A Top 100 Index,Removal,0.0
600690.SS,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Removal,
600690.SS,2021-09-06,Hang Seng China A Industry Top Index,Inclusion,0.0
600703.SS,2021-09-06,Hang Seng China A Industry Top Index,Removal,
600704.SS,2016-09-05,Hang Seng China A Industry Top Index,Inclusion,
600704.SS,2018-09-10,Hang Seng China A Industry Top Index,Exclusion,735.0
600750.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600775.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600795.SS,2020-09-07,Hang Seng China A Top 100 Index,Removal,
600795.SS,2021-09-06,Hang Seng China A Industry Top Index,Removal,364.0
600808.SS,2017-09-04,Hang Seng China AH Index Series,Inclusion,
600808.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,735.0
600837.SS,2018-09-10,Hang Seng China 50 Index,Exclusion,
600837.SS,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Inclusion,1092.0
600860.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
600871.SS,2017-09-04,Hang Seng China AH Index Series,Exclusion,
600871.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,735.0
600874.SS,2017-09-04,Hang Seng China AH Index Series,Inclusion,
600874.SS,2018-03-05,Hang Seng China AH Index Series,Exclusion,182.0
600874.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,553.0
600875.SS,2016-09-05,Hang Seng China A Top 100 Index,Exclusion,
600875.SS,2017-03-06,Hang Seng China AH Index Series,Exclusion,182.0
600875.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,917.0
600886.SS,2021-09-06,Hang Seng China A Top 100 Index,Removal,
600887.SS,2018-09-10,Hang Seng China 50 Index,Inclusion,
600887.SS,2019-09-09,Hang Seng China A Industry Top Index,Inclusion,364.0
600887.SS,2020-09-07,Hang Seng China 50 Index,Removal,364.0
600887.SS,2025-12-08,Hang Seng HKEX Stock Connect China Enterprises Index,Removal,1918.0
600905.SS,2021-09-06,Hang Seng China A Industry Top Index,Inclusion,
600919.SS,2017-09-04,Hang Seng China A Top 100 Index,Inclusion,
600938.SS,2024-09-09,Hang Seng China A Industry Top Index,Inclusion,
600958.SS,2016-09-05,Hang Seng China 50 Index,Exclusion,
600958.SS,2016-09-05,Hang Seng China A Top 100 Index,Inclusion,0.0
600958.SS,2017-03-06,Hang Seng China AH Index Series,Inclusion,182.0
600958.SS,2017-09-04,Hang Seng China AH Index Series,Exclusion,182.0
600958.SS,2018-03-05,Hang Seng China AH Index Series,Inclusion,182.0
600958.SS,2018-09-10,Hang Seng China A Top 100 Index,Exclusion,189.0
600958.SS,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,182.0
600958.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,182.0
600958.SS,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,0.0
600958.SS,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Inclusion,728.0
600999.SS,2017-03-06,Hang Seng China AH Index Series,Inclusion,
600999.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,553.0
600999.SS,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,182.0
601006.SS,2017-03-06,Hang Seng China 50 Index,Exclusion,
601006.SS,2021-09-06,Hang Seng China A Industry Top Index,Removal,1645.0
601009.SS,2016-09-05,Hang Seng China A Top 100 Index,Inclusion,
601012.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601012.SS,2021-09-06,Hang Seng China 50 Index,Inclusion,728.0
601012.SS,2021-09-06,Hang Seng China A Top 100 Index,Inclusion,0.0
601012.SS,2024-09-09,Hang Seng (China A) Corporate Sustainability Index,Removal,1099.0
601018.SS,2016-09-05,Hang Seng China A Industry Top Index,Inclusion,
601018.SS,2016-09-05,Hang Seng China A Top 100 Index,Inclusion,0.0
601018.SS,2019-09-09,Hang Seng China A Industry Top Index,Exclusion,1099.0
601018.SS,2019-09-09,Hang Seng China A Top 100 Index,Exclusion,0.0
601066.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601066.SS,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,0.0
601066.SS,2021-09-06,Hang Seng China A Top 100 Index,Inclusion,728.0
601088.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,
601088.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,364.0
601088.SS,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Inclusion,728.0
601111.SS,2020-09-07,Hang Seng China A Industry Top Index,Removal,
601111.SS,2021-09-06,Hang Seng China A Top 100 Index,Removal,364.0
601117.SS,2018-09-10,Hang Seng China A Top 100 Index,Exclusion,
601138.SS,2018-09-10,Hang Seng China 50 Index,Inclusion,
601138.SS,2018-09-10,Hang Seng China A Industry Top Index,Inclusion,0.0
601138.SS,2018-09-10,Hang Seng China A Top 100 Index,Inclusion,0.0
601138.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,364.0
601138.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,0.0
601155.SS,2019-09-09,Hang Seng China A Top 100 Index,Inclusion,
601166.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,
601166.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,364.0
601186.SS,2016-03-14,Hang Seng China 50 Index,Inclusion,
601186.SS,2016-09-05,Hang Seng China A Industry Top Index,Inclusion,175.0
601186.SS,2018-09-10,Hang Seng China 50 Index,Exclusion,735.0
601186.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,364.0
601186.SS,2020-09-07,Hang Seng China A Industry Top Index,Removal,364.0
601200.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601211.SS,2016-03-14,Hang Seng China 50 Index,Inclusion,
601211.SS,2016-09-05,Hang Seng China A Top 100 Index,Inclusion,175.0
601211.SS,2017-09-04,Hang Seng China AH Index Series,Inclusion,364.0
601211.SS,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,553.0
601211.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,182.0
601211.SS,2019-09-09,Hang Seng China 50 Index,Exclusion,0.0
601211.SS,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,0.0
601211.SS,2026-03-09,Hang Seng HKEX Stock Connect China Enterprises Index,Inclusion,2373.0
601225.SS,2016-09-05,Hang Seng China A Top 100 Index,Exclusion,
601225.SS,2017-09-04,Hang Seng China A Industry Top Index,Inclusion,364.0
601225.SS,2018-09-10,Hang Seng China A Top 100 Index,Inclusion,371.0
601225.SS,2024-09-09,Hang Seng Stock Connect China Enterprises Index,Inclusion,2191.0
601229.SS,2017-03-06,Hang Seng China 50 Index,Inclusion,
601229.SS,2017-09-04,Hang Seng China A Top 100 Index,Inclusion,182.0
601229.SS,2018-09-10,Hang Seng China 50 Index,Exclusion,371.0
601231.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601231.SS,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Inclusion,364.0
601238.SS,2017-03-06,Hang Seng China AH Index Series,Exclusion,
601238.SS,2017-09-04,Hang Seng China AH Index Series,Inclusion,182.0
601238.SS,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,0.0
601238.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Inclusion,371.0
601288.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601318.SS,2016-09-05,Hang Seng China A Industry Top Index,Inclusion,
601318.SS,2024-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,2926.0
601319.SS,2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,
601319.SS,2019-09-09,Hang Seng China 50 Index,Inclusion,182.0
601319.SS,2019-09-09,Hang Seng China A Top 100 Index,Inclusion,0.0
601319.SS,2024-06-11,Hang Seng Stock Connect China Enterprises Index,Inclusion,1737.0
601326.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601328.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Exclusion,
601330.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601333.SS,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,
601336.SS,2018-03-05,Hang Seng China 50 Index,Inclusion,
601336.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,189.0
601336.SS,2019-03-11,Hang Seng China 50 Index,Exclusion,182.0
601360.SS,2019-03-11,Hang Seng China 50 Index,Inclusion,
601360.SS,2019-09-09,Hang Seng China A Industry Top Index,Inclusion,182.0
601360.SS,2020-03-09,Hang Seng China 50 Index,Removal,182.0
601360.SS,2021-09-06,Hang Seng China A Industry Top Index,Removal,546.0
601390.SS,2020-03-09,Hang Seng China 50 Index,Removal,
601398.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Exclusion,
601598.SS,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,
601600.SS,2018-09-10,Hang Seng China A Industry Top Index,Inclusion,
601600.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,364.0
601600.SS,2019-09-09,Hang Seng China A Industry Top Index,Exclusion,0.0
601600.SS,2019-09-09,Hang Seng China A Top 100 Index,Exclusion,0.0
601600.SS,2024-09-09,Hang Seng China A Industry Top Index,Inclusion,1827.0
601601.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601601.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,364.0
601601.SS,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Removal,364.0
601607.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601607.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,0.0
601607.SS,2019-09-09,Hang Seng China A Industry Top Index,Inclusion,0.0
601607.SS,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Removal,364.0
601607.SS,2020-09-07,Hang Seng China A Industry Top Index,Removal,0.0
601607.SS,2021-09-06,Hang Seng China A Top 100 Index,Removal,364.0
601618.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601618.SS,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,182.0
601618.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,182.0
601618.SS,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Removal,364.0
601628.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,
601628.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Exclusion,0.0
601633.SS,2016-03-14,Hang Seng China 50 Index,Exclusion,
601633.SS,2018-09-10,Hang Seng China A Industry Top Index,Exclusion,910.0
601633.SS,2024-06-11,Hang Seng Stock Connect China Enterprises Index,Removal,2101.0
601658.SS,2020-09-07,Hang Seng China A Top 100 Index,Inclusion,
601668.SS,2021-03-15,Hang Seng China 50 Index,Removal,
601688.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601698.SS,2020-09-07,Hang Seng China A Industry Top Index,Inclusion,
601717.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601727.SS,2017-09-04,Hang Seng China A Industry Top Index,Exclusion,
601727.SS,2017-09-04,Hang Seng China A Top 100 Index,Exclusion,0.0
601727.SS,2018-09-10,Hang Seng China A Top 100 Index,Inclusion,371.0
601727.SS,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,182.0
601727.SS,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Inclusion,546.0
601727.SS,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Removal,364.0
601766.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601788.SS,2017-03-06,Hang Seng China AH Index Series,Inclusion,
601788.SS,2017-09-04,Hang Seng China AH Index Series,Exclusion,182.0
601788.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,735.0
601788.SS,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,0.0
601800.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601808.SS,2017-03-06,Hang Seng China AH Index Series,Exclusion,
601808.SS,2017-09-04,Hang Seng China A Industry Top Index,Exclusion,182.0
601808.SS,2017-09-04,Hang Seng China A Top 100 Index,Exclusion,0.0
601808.SS,2017-09-04,Hang Seng China AH Index Series,Inclusion,0.0
601808.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,735.0
601808.SS,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Removal,728.0
601808.SS,2021-09-06,Hang Seng China A Industry Top Index,Inclusion,0.0
601808.SS,2024-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,1099.0
601811.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601816.SS,2020-09-07,Hang Seng China 50 Index,Inclusion,
601816.SS,2020-09-07,Hang Seng China A Industry Top Index,Inclusion,0.0
601816.SS,2020-09-07,Hang Seng China A Top 100 Index,Inclusion,0.0
601816.SS,2021-09-06,Hang Seng China A Industry Top Index,Removal,364.0
601818.SS,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
601818.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,735.0
601828.SS,2018-09-10,Hang Seng Stock Connect China AH Index Series,Inclusion,
601828.SS,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,182.0
601828.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,182.0
601828.SS,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,0.0
601857.SS,2022-12-05,Hang Seng Stock Connect China Enterprises Index,Removal,
601865.SS,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,
601866.SS,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,
601866.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,182.0
601869.SS,2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,
601877.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601877.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Inclusion,0.0
601881.SS,2017-09-04,Hang Seng China A Top 100 Index,Inclusion,
601881.SS,2017-09-04,Hang Seng China AH Index Series,Inclusion,0.0
601881.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,735.0
601881.SS,2019-09-09,Hang Seng China A Top 100 Index,Exclusion,0.0
601888.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601888.SS,2019-09-09,Hang Seng China A Top 100 Index,Inclusion,0.0
601888.SS,2021-03-15,Hang Seng China 50 Index,Inclusion,553.0
601888.SS,2021-09-06,Hang Seng China A Industry Top Index,Inclusion,175.0
601898.SS,2016-09-05,Hang Seng China A Top 100 Index,Exclusion,
601898.SS,2018-09-10,Hang Seng China A Top 100 Index,Inclusion,735.0
601898.SS,2020-09-07,Hang Seng China A Industry Top Index,Removal,728.0
601898.SS,2020-09-07,Hang Seng China A Top 100 Index,Removal,0.0
601899.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601899.SS,2024-06-11,Hang Seng Stock Connect China Enterprises Index,Removal,1737.0
601899.SS,2024-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,90.0
601916.SS,2020-09-07,Hang Seng China A Top 100 Index,Inclusion,
601919.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Inclusion,
601919.SS,2021-09-06,Hang Seng China A Industry Top Index,Inclusion,1092.0
601919.SS,2021-09-06,Hang Seng China A Top 100 Index,Inclusion,0.0
601939.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,
601939.SS,2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Exclusion,0.0
601939.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,364.0
601985.SS,2017-03-06,Hang Seng China 50 Index,Exclusion,
601985.SS,2018-09-10,Hang Seng China A Industry Top Index,Inclusion,553.0
601988.SS,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Removal,
601989.SS,2016-09-05,Hang Seng China A Top 100 Index,Exclusion,
601989.SS,2018-03-05,Hang Seng China 50 Index,Exclusion,546.0
601991.SS,2017-03-06,Hang Seng China AH Index Series,Exclusion,
601991.SS,2017-09-04,Hang Seng China A Top 100 Index,Exclusion,182.0
601991.SS,2017-09-04,Hang Seng China AH Index Series,Inclusion,0.0
601991.SS,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,0.0
601991.SS,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,553.0
601991.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Index,Inclusion,182.0
601991.SS,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Removal,364.0
601992.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
601992.SS,2019-09-09,Hang Seng China A Top 100 Index,Exclusion,0.0
601998.SS,2024-06-11,Hang Seng Stock Connect China Enterprises Index,Inclusion,
6030.HK,2020-09-07,Hang Seng China Enterprises Index,Removal,
603019.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
603019.SS,2020-09-07,Hang Seng (China A) Corporate Sustainability Index,Inclusion,364.0
603019.SS,2021-09-06,Hang Seng (China A) Corporate Sustainability Index,Removal,364.0
603259.SS,2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,
603259.SS,2020-09-07,Hang Seng China A Industry Top Index,Inclusion,546.0
603288.SS,2020-03-09,Hang Seng China 50 Index,Inclusion,
603288.SS,2020-09-07,Hang Seng China A Top 100 Index,Inclusion,182.0
603288.SS,2024-09-09,Hang Seng China A Industry Top Index,Removal,1463.0
603337.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
603501.SS,2021-09-06,Hang Seng China A Industry Top Index,Inclusion,
603501.SS,2024-09-09,Hang Seng China A Industry Top Index,Removal,1099.0
603588.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
603595.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
603659.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
603680.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
603737.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
603773.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
603898.SS,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
603983.SS,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
603993.SS,2016-09-05,Hang Seng China A Industry Top Index,Inclusion,
603993.SS,2017-09-04,Hang Seng China A Industry Top Index,Exclusion,364.0
603993.SS,2019-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,735.0
603993.SS,2019-09-09,Hang Seng China A Industry Top Index,Inclusion,0.0
603993.SS,2024-09-09,Hang Seng China A Industry Top Index,Inclusion,1827.0
6049.HK,2020-03-09,Hang Seng Composite Index,Inclusion,
6049.HK,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,0.0
6055.HK,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
6055.HK,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,546.0
6060.HK,2017-12-04,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
6060.HK,2018-03-05,Hang Seng China Enterprises Index,Inclusion,91.0
6060.HK,2019-03-11,Hang Seng China Enterprises Index,Exclusion,371.0
6060.HK,2025-03-10,Hang Seng TECH Index,Removal,2191.0
6066.HK,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,
6069.HK,2020-03-09,Hang Seng Composite Index,Inclusion,
6078.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
6086.HK,2024-12-09,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,
6086.HK,2025-03-10,Hang Seng Composite Index,Inclusion,91.0
6088.HK,2017-12-04,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
6088.HK,2021-06-07,Hang Seng TECH Index,Removal,1281.0
6098.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
6098.HK,2021-03-15,Hang Seng China Enterprises Index,Inclusion,917.0
6098.HK,2021-06-07,Hang Seng Index,Inclusion,84.0
6098.HK,2021-09-06,Hang Seng ESG 50 Index,Inclusion,91.0
6098.HK,2024-06-11,Hang Seng Index,Removal,1009.0
6099.HK,2017-03-06,Hang Seng China AH Index Series,Inclusion,
6099.HK,2017-03-06,Hang Seng Composite LargeCap & MidCap Index,Inclusion,0.0
6099.HK,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,735.0
6099.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Exclusion,182.0
6099.HK,2020-09-07,Hang Seng Composite Index,Inclusion,364.0
6100.HK,2020-03-09,Hang Seng Composite Index,Removal,
6100.HK,2021-03-15,Hang Seng Composite Index,Inclusion,371.0
6100.HK,2024-09-09,Hang Seng Composite Index,Removal,1274.0
6110.HK,2020-03-09,Hang Seng Composite Index,Inclusion,
6158.HK,2018-06-04,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
6160.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
6160.HK,2025-03-10,Hang Seng China Enterprises Index,Inclusion,1645.0
6166.HK,2021-09-06,Hang Seng Composite Index,Removal,
6178.HK,2017-03-06,Hang Seng China AH Index Series,Inclusion,
6178.HK,2017-09-04,Hang Seng China AH Index Series,Exclusion,182.0
6178.HK,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,735.0
6181.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
6185.HK,2020-09-07,Hang Seng Composite Index,Inclusion,
6185.HK,2024-03-04,Hang Seng Hong Kong-Listed Biotech Index,Removal,1274.0
6185.HK,2024-09-09,Hang Seng Composite Index,Removal,189.0
6186.HK,2020-03-09,Hang Seng Composite Index,Inclusion,
6186.HK,2020-12-07,Hang Seng China Enterprises Index,Inclusion,273.0
6600.HK,2021-09-06,Hang Seng Composite Index,Inclusion,
6600.HK,2024-06-11,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,1009.0
6601.HK,2021-09-06,Hang Seng Composite Index,Inclusion,
6606.HK,2021-06-07,Hang Seng Composite Index,Inclusion,
6608.HK,2021-09-06,Hang Seng Composite Index,Inclusion,
6610.HK,2024-03-04,Hang Seng Composite Index,Removal,
6618.HK,2021-09-06,Hang Seng China 50 Index,Inclusion,
6623.HK,2025-03-10,Hang Seng Composite Index,Inclusion,
6639.HK,2025-03-10,Hang Seng Composite Index,Removal,
6660.HK,2024-09-09,Hang Seng Hong Kong-Listed Biotech Index,Removal,
6660.HK,2025-03-10,Hang Seng Composite Index,Removal,182.0
