date,index,change_type,ticker,ticker_normalized,company,source_row_id,change_type_raw,index_raw,index_normalization_status,symbol_rank_within_row,is_primary_symbol,symbol_token_raw,ticker_yf_normalized,ticker_parse_status,ticker_yf,y_enter_stock_connect,asof_date,fundamentals_available,revenue_ttm_asof,net_income_ttm_asof,ocf_ttm_asof,roe_asof,roa_asof,rev_ttm_qoq_trend,ni_ttm_qoq_trend,ocf_ttm_qoq_trend,fundamental_staleness_days
2016-03-14,Hang Seng China 50 Index,Inclusion,1776 / 000776,1776.HK / 000776.SZ,"GF Securities Co., Ltd.",4,Inclusion,Hang Seng China 50 Index,unchanged,1,1,1776.HK,1776.HK,parse_ok,1776.HK,1,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,1970,1970.HK,"IMAX China Holding, Inc.",27,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,1970.HK,1970.HK,parse_ok,1970.HK,1,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,2066,2066.HK,"Shengjing Bank Co., Ltd. - H Shares",28,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,2066.HK,2066.HK,parse_ok,2066.HK,1,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,2098,2098.HK,Zall Development Group Ltd.,29,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,2098.HK,2098.HK,parse_ok,2098.HK,1,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,2298,2298.HK,Cosmo Lady (China) Holdings Co. Ltd.,30,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,2298.HK,2298.HK,parse_ok,2298.HK,1,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng China 50 Index,Exclusion,2333 / 601633,2333.HK / 601633.SH,Great Wall Motor Co. Ltd.,2,Exclusion,Hang Seng China 50 Index,unchanged,1,1,2333.HK,2333.HK,parse_ok,2333.HK,0,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,3698,3698.HK,Huishang Bank Corporation Ltd. - H shares,31,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,3698.HK,3698.HK,parse_ok,3698.HK,1,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,3823,3823.HK,Tech Pro Technology Development Ltd.,32,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,3823.HK,3823.HK,parse_ok,3823.HK,1,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,3886,3886.HK,Town Health International Medical Group Ltd.,33,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,3886.HK,3886.HK,parse_ok,3886.HK,1,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,3908,3908.HK,China International Capital Corporation Ltd. - H Shares,34,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,3908.HK,3908.HK,parse_ok,3908.HK,1,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,3996,3996.HK,China Energy Engineering Corporation Ltd. - H Shares,35,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,3996.HK,3996.HK,parse_ok,3996.HK,1,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng China AH Index Series,Inclusion,317 / 600685,0317.HK / 600685.SH,CSSC Offshore & Marine Engineering (Group) Co.,6,Inclusion,Hang Seng China AH Index Series,unchanged,2,0,600685.SH,600685.SS,parse_ok,600685.SS,1,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng China 50 Index,Inclusion,1186 / 601186,1186.HK / 601186.SH,China Railway Construction Corporation Ltd.,3,Inclusion,Hang Seng China 50 Index,unchanged,2,0,601186.SH,601186.SS,parse_ok,601186.SS,1,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng China 50 Index,Inclusion,601211,601211.SH,Guotai Junan Securities Co. Ltd.,5,Inclusion,Hang Seng China 50 Index,unchanged,1,1,601211.SH,601211.SS,parse_ok,601211.SS,1,2015-12-15,0,,,,,,,,,
2016-03-14,Hang Seng China 50 Index,Exclusion,2333 / 601633,2333.HK / 601633.SH,Great Wall Motor Co. Ltd.,2,Exclusion,Hang Seng China 50 Index,unchanged,2,0,601633.SH,601633.SS,parse_ok,601633.SS,0,2015-12-15,0,,,,,,,,,
2016-06-06,Hang Seng Composite LargeCap & MidCap Index,Inclusion,1578,1578.HK,"Bank of Tianjin Co., Ltd. – H Shares MidCap Financials",38,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,1578.HK,1578.HK,parse_ok,1578.HK,1,2016-03-08,0,,,,,,,,,
2016-06-06,Hang Seng Composite LargeCap & MidCap Index,Inclusion,2016,2016.HK,"China Zheshang Bank Co., Ltd. – H Shares MidCap Financials",39,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,2016.HK,2016.HK,parse_ok,2016.HK,1,2016-03-08,0,,,,,,,,,
2016-09-05,Hang Seng China A Top 100 Index,Exclusion,000157,000157.SZ,"Zoomlion Heavy Industry Science and Technology Co., Ltd.",53,Exclusion,Hang Seng China A Top 100 Index,unchanged,1,1,000157.SZ,000157.SZ,parse_ok,000157.SZ,0,2016-06-07,0,,,,,,,,,
2016-09-05,Hang Seng China A Industry Top Index,Exclusion,000839,000839.SZ,"CITIC Guoan Information Industry Co.,Ltd",42,Exclusion,Hang Seng China A Industry Top Index,unchanged,1,1,000839.SZ,000839.SZ,parse_ok,000839.SZ,0,2016-06-07,0,,,,,,,,,
2016-09-05,Hang Seng China A Top 100 Index,Inclusion,001979,001979.SZ,"China Merchants Shekou Industrial Zone Holdings Co.,Ltd",59,Inclusion,Hang Seng China A Top 100 Index,unchanged,1,1,001979.SZ,001979.SZ,parse_ok,001979.SZ,1,2016-06-07,0,,,,,,,,,
2016-09-05,Hang Seng China A Industry Top Index,Exclusion,002241,002241.SZ,Goertek Inc.,43,Exclusion,Hang Seng China A Industry Top Index,unchanged,1,1,002241.SZ,002241.SZ,parse_ok,002241.SZ,0,2016-06-07,0,,,,,,,,,
2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,81,0081.HK,China Overseas Grand Oceans Group Ltd.,67,Exclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0081.HK,0081.HK,parse_ok,0081.HK,0,2016-06-07,0,,,,,,,,,
2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,207,0207.HK,Joy City Property Ltd.,68,Exclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0207.HK,0207.HK,parse_ok,0207.HK,0,2016-06-07,0,,,,,,,,,
