date,index,change_type,ticker,ticker_normalized,company,source_row_id,change_type_raw,index_raw,index_normalization_status,symbol_rank_within_row,is_primary_symbol,symbol_token_raw,ticker_yf_normalized,ticker_parse_status,ticker_yf,y_enter_stock_connect,asof_date,fundamentals_available,revenue_ttm_asof,net_income_ttm_asof,ocf_ttm_asof,roe_asof,roa_asof,rev_ttm_qoq_trend,ni_ttm_qoq_trend,ocf_ttm_qoq_trend,fundamental_staleness_days
2018-06-04,Hang Seng Composite LargeCap & MidCap Index,Inclusion,6158,6158.HK,Zhenro Properties Group Limited MidCap Properties & Construction,299,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,6158.HK,6158.HK,parse_ok,6158.HK,1,2018-03-06,0,,,,,,,,,
2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,000001,000001.SZ,"Ping An Bank Co., Ltd.",302,Exclusion,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged,1,1,000001.SZ,000001.SZ,parse_ok,000001.SZ,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Exclusion,000001,000001.SZ,"Ping An Bank Co., Ltd.",324,Exclusion,Hang Seng (China A) Corporate Sustainability Index,unchanged,1,1,000001.SZ,000001.SZ,parse_ok,000001.SZ,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Inclusion,000002,000002.SZ,"China Vanke Co., Ltd.",330,Inclusion,Hang Seng (China A) Corporate Sustainability Index,unchanged,1,1,000002.SZ,000002.SZ,parse_ok,000002.SZ,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,000063,000063.SZ,ZTE Corporation,303,Exclusion,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged,1,1,000063.SZ,000063.SZ,parse_ok,000063.SZ,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng (China A) Corporate Sustainability Index,Exclusion,000063,000063.SZ,ZTE Corporation,325,Exclusion,Hang Seng (China A) Corporate Sustainability Index,unchanged,1,1,000063.SZ,000063.SZ,parse_ok,000063.SZ,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng China A Industry Top Index,Inclusion,000063,000063.SZ,ZTE Corporation,348,Inclusion,Hang Seng China A Industry Top Index,unchanged,1,1,000063.SZ,000063.SZ,parse_ok,000063.SZ,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng China A Top 100 Index,Inclusion,000063,000063.SZ,ZTE Corporation,358,Inclusion,Hang Seng China A Top 100 Index,unchanged,1,1,000063.SZ,000063.SZ,parse_ok,000063.SZ,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng China A Industry Top Index,Inclusion,000858,000858.SZ,"Wuliangye Yibin Co.,Ltd",349,Inclusion,Hang Seng China A Industry Top Index,unchanged,1,1,000858.SZ,000858.SZ,parse_ok,000858.SZ,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng China A Top 100 Index,Exclusion,000876,000876.SZ,"New Hope Liuhe Co., Ltd",353,Exclusion,Hang Seng China A Top 100 Index,unchanged,1,1,000876.SZ,000876.SZ,parse_ok,000876.SZ,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,000898,000898.SZ,Angang Steel Co. Ltd.,313,Inclusion,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged,1,1,000898.SZ,000898.SZ,parse_ok,000898.SZ,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,10,0010.HK,Hang Lung Group Ltd.,420,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0010.HK,0010.HK,parse_ok,0010.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,20,0020.HK,Wheelock and Co. Ltd.,395,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0020.HK,0020.HK,parse_ok,0020.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Exclusion,002024,002024.SZ,"Suning.com Co., Ltd.",304,Exclusion,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged,1,1,002024.SZ,002024.SZ,parse_ok,002024.SZ,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng China A Industry Top Index,Exclusion,002241,002241.SZ,Goertek Inc.,342,Exclusion,Hang Seng China A Industry Top Index,unchanged,1,1,002241.SZ,002241.SZ,parse_ok,002241.SZ,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Index,Exclusion,23,0023.HK,"The Bank of East Asia, Ltd.",454,Exclusion,Hang Seng Index,unchanged,1,1,0023.HK,0023.HK,parse_ok,0023.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,002594,002594.SZ,BYD Co. Ltd.,314,Inclusion,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged,1,1,002594.SZ,002594.SZ,parse_ok,002594.SZ,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,41,0041.HK,Great Eagle Holdings Ltd.,396,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0041.HK,0041.HK,parse_ok,0041.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,43,0043.HK,C. P. Pokphand Co. Ltd.,363,Exclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0043.HK,0043.HK,parse_ok,0043.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,45,0045.HK,"The Hongkong and Shanghai Hotels, Ltd.",421,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0045.HK,0045.HK,parse_ok,0045.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,54,0054.HK,Hopewell Holdings Ltd.,377,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0054.HK,0054.HK,parse_ok,0054.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,54,0054.HK,Hopewell Holdings Ltd.,422,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0054.HK,0054.HK,parse_ok,0054.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,66,0066.HK,MTR Corporation Ltd.,397,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0066.HK,0066.HK,parse_ok,0066.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Index,Exclusion,66,0066.HK,MTR Corporation Ltd.,442,Exclusion,Hang Seng Corporate Sustainability Index,unchanged,1,1,0066.HK,0066.HK,parse_ok,0066.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Index,Inclusion,69,0069.HK,Shangri-La Asia Ltd.,448,Inclusion,Hang Seng Corporate Sustainability Index,unchanged,1,1,0069.HK,0069.HK,parse_ok,0069.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,78,0078.HK,Regal Hotels International Holdings Ltd.,423,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0078.HK,0078.HK,parse_ok,0078.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,87,0087.HK,Swire Pacific Ltd. 'B',424,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0087.HK,0087.HK,parse_ok,0087.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Index,Inclusion,87,0087.HK,Swire Pacific Ltd. 'B',449,Inclusion,Hang Seng Corporate Sustainability Index,unchanged,1,1,0087.HK,0087.HK,parse_ok,0087.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,142,0142.HK,First Pacific Co. Ltd.,425,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0142.HK,0142.HK,parse_ok,0142.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Index,Exclusion,144,0144.HK,China Merchants Port Holdings Co. Ltd.,455,Exclusion,Hang Seng Index,unchanged,1,1,0144.HK,0144.HK,parse_ok,0144.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,163,0163.HK,Emperor International Holdings Ltd.,426,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0163.HK,0163.HK,parse_ok,0163.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,173,0173.HK,K. Wah International Holdings Ltd.,427,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0173.HK,0173.HK,parse_ok,0173.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,175,0175.HK,Geely Automobile Holdings Ltd.,428,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0175.HK,0175.HK,parse_ok,0175.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,179,0179.HK,Johnson Electric Holdings Ltd.,429,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0179.HK,0179.HK,parse_ok,0179.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,200,0200.HK,Melco International Development Ltd.,398,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0200.HK,0200.HK,parse_ok,0200.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,288,0288.HK,WH Group Ltd.,430,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0288.HK,0288.HK,parse_ok,0288.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,297,0297.HK,Sinofert Holdings Ltd.,399,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0297.HK,0297.HK,parse_ok,0297.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Index,Inclusion,316,0316.HK,Orient Overseas (International) Ltd.,450,Inclusion,Hang Seng Corporate Sustainability Index,unchanged,1,1,0316.HK,0316.HK,parse_ok,0316.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,317,0317.HK,CSSC Offshore & Marine Engineering (Group) Co. Ltd. - H Shares,364,Exclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0317.HK,0317.HK,parse_ok,0317.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Stock Connect China AH Index Series,Exclusion,317 / 600685,0317.HK / 600685.SH,CSSC Offshore & Marine Engineering (Group) Co. Ltd.,458,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,0317.HK,0317.HK,parse_ok,0317.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,323,0323.HK,Maanshan Iron & Steel Co. Ltd. - H Shares,400,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0323.HK,0323.HK,parse_ok,0323.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,330,0330.HK,Esprit Holdings Ltd.,365,Exclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0330.HK,0330.HK,parse_ok,0330.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,345,0345.HK,Vitasoy International Holdings Ltd.,431,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0345.HK,0345.HK,parse_ok,0345.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,347,0347.HK,Angang Steel Co. Ltd. - H Shares,401,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0347.HK,0347.HK,parse_ok,0347.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Index,Exclusion,390,0390.HK,China Railway Group Ltd. - H Shares,443,Exclusion,Hang Seng Corporate Sustainability Index,unchanged,1,1,0390.HK,0390.HK,parse_ok,0390.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,400,0400.HK,Cogobuy Group,366,Exclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0400.HK,0400.HK,parse_ok,0400.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,405,0405.HK,Yuexiu Real Estate Investment Trust,402,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0405.HK,0405.HK,parse_ok,0405.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,480,0480.HK,HKR International Ltd.,403,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0480.HK,0480.HK,parse_ok,0480.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,486,0486.HK,United Company RUSAL Plc - F,378,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0486.HK,0486.HK,parse_ok,0486.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Index,Exclusion,494,0494.HK,Li & Fung Ltd.,444,Exclusion,Hang Seng Corporate Sustainability Index,unchanged,1,1,0494.HK,0494.HK,parse_ok,0494.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,517,0517.HK,"COSCO SHIPPING International (Hong Kong) Co., Ltd.",432,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0517.HK,0517.HK,parse_ok,0517.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,581,0581.HK,China Oriental Group Co. Ltd.,379,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0581.HK,0581.HK,parse_ok,0581.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,606,0606.HK,China Agri-Industries Holdings Ltd.,404,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0606.HK,0606.HK,parse_ok,0606.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,680,0680.HK,Nan Hai Corporation Ltd.,367,Exclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0680.HK,0680.HK,parse_ok,0680.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Index,Inclusion,683,0683.HK,Kerry Properties Ltd.,451,Inclusion,Hang Seng Corporate Sustainability Index,unchanged,1,1,0683.HK,0683.HK,parse_ok,0683.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,732,0732.HK,Truly International Holdings Ltd.,368,Exclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0732.HK,0732.HK,parse_ok,0732.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,763,0763.HK,ZTE Corporation - H Shares,405,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0763.HK,0763.HK,parse_ok,0763.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,819,0819.HK,Tianneng Power International Ltd.,406,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0819.HK,0819.HK,parse_ok,0819.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,839,0839.HK,China Education Group Holdings Ltd.,380,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0839.HK,0839.HK,parse_ok,0839.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,931,0931.HK,China LNG Group Ltd.,369,Exclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0931.HK,0931.HK,parse_ok,0931.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,939,0939.HK,China Construction Bank Corporation - H Shares,407,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0939.HK,0939.HK,parse_ok,0939.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,968,0968.HK,Xinyi Solar Holdings Ltd.,433,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,0968.HK,0968.HK,parse_ok,0968.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,973,0973.HK,L'Occitane International S.A. - F,381,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0973.HK,0973.HK,parse_ok,0973.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Index,Inclusion,981,0981.HK,Semiconductor Manufacturing International Corporation,452,Inclusion,Hang Seng Corporate Sustainability Index,unchanged,1,1,0981.HK,0981.HK,parse_ok,0981.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,996,0996.HK,Carnival Group International Holdings Ltd.,370,Exclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,0996.HK,0996.HK,parse_ok,0996.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,1088,1088.HK,China Shenhua Energy Co. Ltd. - H Shares,408,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,1088.HK,1088.HK,parse_ok,1088.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Index,Inclusion,1109,1109.HK,China Resources Land Ltd.,453,Inclusion,Hang Seng Corporate Sustainability Index,unchanged,1,1,1109.HK,1109.HK,parse_ok,1109.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,1112,1112.HK,Health and Happiness (H&H) International Holdings Ltd.,434,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,1112.HK,1112.HK,parse_ok,1112.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,1117,1117.HK,China Modern Dairy Holdings Ltd.,371,Exclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,1117.HK,1117.HK,parse_ok,1117.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,1138,1138.HK,"COSCO SHIPPING Energy Transportation Co., Ltd. - H Shares",435,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,1138.HK,1138.HK,parse_ok,1138.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Index,Inclusion,1177,1177.HK,Sino Biopharmaceutical Ltd.,456,Inclusion,Hang Seng Index,unchanged,1,1,1177.HK,1177.HK,parse_ok,1177.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng China 50 Index,Exclusion,1186 / 601186,1186.HK / 601186.SH,China Railway Construction Corporation Ltd.,336,Exclusion,Hang Seng China 50 Index,unchanged,1,1,1186.HK,1186.HK,parse_ok,1186.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,1233,1233.HK,Times China Holdings Ltd.,382,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,1233.HK,1233.HK,parse_ok,1233.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,1257,1257.HK,China Everbright Greentech Ltd.,436,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,1257.HK,1257.HK,parse_ok,1257.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,1299,1299.HK,AIA Group Ltd.,437,Inclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,1299.HK,1299.HK,parse_ok,1299.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,1308,1308.HK,SITC International Holdings Co. Ltd.,409,Exclusion,Hang Seng Corporate Sustainability Benchmark Index,unchanged,1,1,1308.HK,1308.HK,parse_ok,1308.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,1337,1337.HK,Razer Inc. - F,383,Inclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,1337.HK,1337.HK,parse_ok,1337.HK,1,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,1363,1363.HK,CT Environmental Group Ltd.,372,Exclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,1363.HK,1363.HK,parse_ok,1363.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Corporate Sustainability Index,Exclusion,1398,1398.HK,Industrial and Commercial Bank of China Ltd. - H Shares,445,Exclusion,Hang Seng Corporate Sustainability Index,unchanged,1,1,1398.HK,1398.HK,parse_ok,1398.HK,0,2018-06-12,0,,,,,,,,,
2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,1432,1432.HK,China Shengmu Organic Milk Ltd.,373,Exclusion,Hang Seng Composite LargeCap & MidCap Index,unchanged,1,1,1432.HK,1432.HK,parse_ok,1432.HK,0,2018-06-12,0,,,,,,,,,
