fold,split,train_rows,test_rows,train_pos_rate,test_pos_rate,pr_auc,roc_auc,precision_at_1pct,precision_at_5pct,precision_at_10pct,status
1,train<= 2019-03 | test=2019-06..2020-09,526,476,0.6197718631178707,0.5609243697478992,0.6164864085966457,0.5164059279967027,1.0,0.7391304347826086,0.7659574468085106,ok
2,train<= 2020-09 | test=2020-12..2022-06,1002,351,0.591816367265469,0.5726495726495726,0.7953702230384991,0.757844112769486,0.6666666666666666,0.8235294117647058,0.8857142857142857,ok
3,train<= 2022-06 | test=2022-12..2024-12,1353,319,0.5868440502586844,0.5517241379310345,0.7295376092037975,0.6981881754609027,1.0,0.8666666666666667,0.8709677419354839,ok
