announcement_date,ref_trading_day,cutoff_trading_days_before,asof_date,asof_calendar_ok,ticker_yf,y_review,in_eligible_universe,row_kind,y_review_code
2016-03-14,2016-03-14,5,2016-03-07,True,0001.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0002.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0003.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0004.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0005.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0006.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0008.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0010.HK,included,True,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,0012.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0013.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0014.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0016.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0017.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0019.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0020.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0023.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0027.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0038.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0041.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0054.HK,excluded,False,event,2
2016-03-14,2016-03-14,5,2016-03-07,True,0066.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0081.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0083.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0087.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0101.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0107.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0109.HK,included,False,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,0119.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0123.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0135.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0136.HK,included,True,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,0142.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0144.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0148.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0151.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0152.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0165.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0168.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0173.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0175.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0177.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0179.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0187.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0189.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0200.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0220.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0241.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0257.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0267.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0268.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0270.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0285.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0288.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0290.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0291.HK,excluded,True,event,2
2016-03-14,2016-03-14,5,2016-03-07,True,0293.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0297.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0300.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0303.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0308.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0316.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0317.HK,included,True,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,0322.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0323.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0325.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0336.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0338.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0345.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0347.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0354.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0358.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0363.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0371.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0384.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0386.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0388.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0390.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0392.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0400.HK,included,False,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,0405.HK,included,False,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,0425.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0440.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0460.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0467.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0470.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0501.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0506.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0512.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0522.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0525.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0546.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0548.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0551.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0552.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0553.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0564.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0568.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0570.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0576.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0586.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0588.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0590.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0598.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0604.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0607.HK,included,False,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,0631.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0636.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0638.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0639.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0656.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0659.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0666.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0667.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0669.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0670.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0683.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0688.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0696.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0697.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0699.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0700.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0715.HK,included,False,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,0719.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0728.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0751.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0753.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0754.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0762.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0763.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0772.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0780.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0788.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0811.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0817.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0819.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0826.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0829.HK,excluded,False,event,2
2016-03-14,2016-03-14,5,2016-03-07,True,0836.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0839.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0853.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0855.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0856.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0857.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0867.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0868.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0874.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0880.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0881.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0883.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0895.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0902.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0909.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0911.HK,included,False,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,0914.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0916.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0917.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0921.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0934.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0939.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0941.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0956.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0958.HK,included,False,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,0960.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0966.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0968.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0975.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0981.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0990.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0991.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0992.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0995.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0998.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,0999.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1024.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1030.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1033.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1038.HK,included,True,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,1044.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1052.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1053.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1055.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1057.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1060.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1065.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1066.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1070.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1071.HK,included,True,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,1072.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1083.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1088.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1093.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1099.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1108.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1109.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1112.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1113.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1114.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1117.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1128.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1138.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1157.HK,excluded,True,event,2
2016-03-14,2016-03-14,5,2016-03-07,True,1164.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1171.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1177.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1186.HK,included,True,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,1193.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1196.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1199.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1208.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1209.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1211.HK,excluded,True,event,2
2016-03-14,2016-03-14,5,2016-03-07,True,1258.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1276.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1277.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1282.HK,included,False,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,1288.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1299.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1302.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1304.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1308.HK,included,True,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,1310.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1313.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1316.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1318.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1330.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1333.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1336.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1339.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1347.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1349.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1357.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1359.HK,excluded,True,event,2
2016-03-14,2016-03-14,5,2016-03-07,True,1361.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1363.HK,included,False,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,1364.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1368.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1375.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1378.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1384.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1385.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1398.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1405.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1415.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1428.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1432.HK,included,False,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,1448.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1456.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1475.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1478.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1508.HK,included,False,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,1513.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1519.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1528.HK,excluded,True,event,2
2016-03-14,2016-03-14,5,2016-03-07,True,1530.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1548.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1579.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1585.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1610.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1618.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1635.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1658.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1675.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1681.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1686.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1691.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1729.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1735.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1766.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1772.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1773.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1776.HK,included,True,event,1
2016-03-14,2016-03-14,5,2016-03-07,True,1783.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1787.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1788.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1789.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1797.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1800.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1801.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1810.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1811.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1816.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1818.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1828.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1833.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1836.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1858.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1860.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1876.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1877.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1880.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1882.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1883.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1888.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1896.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1898.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1907.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1908.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1910.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1918.HK,no_change,True,eligible_no_change,0
2016-03-14,2016-03-14,5,2016-03-07,True,1919.HK,no_change,True,eligible_no_change,0
