source_row_id,ticker_normalized_raw,ticker_raw,ticker_parse_status,parsed_tokens,mapped_tickers
1003,0656.HK,656,parse_ok,0656.HK,0656.HK
1004,0728.HK,728,parse_ok,0728.HK,0728.HK
1005,0966.HK,966,parse_ok,0966.HK,0966.HK
1006,0998.HK,998,parse_ok,0998.HK,0998.HK
1007,1088.HK,1088,parse_ok,1088.HK,1088.HK
1008,1988.HK,1988,parse_ok,1988.HK,1988.HK
1009,2202.HK,2202,parse_ok,2202.HK,2202.HK
1010,2328.HK,2328,parse_ok,2328.HK,2328.HK
1011,0909.HK,909,parse_ok,0909.HK,0909.HK
1012,1179.HK,1179,parse_ok,1179.HK,1179.HK
1013,2057.HK,2057,parse_ok,2057.HK,2057.HK
1014,9668.HK,9668,parse_ok,9668.HK,9668.HK
1015,9688.HK,9688,parse_ok,9688.HK,9688.HK
1016,9987.HK,9987,parse_ok,9987.HK,9987.HK
1017,9990.HK,9990,parse_ok,9990.HK,9990.HK
1018,1876.HK,1876,parse_ok,1876.HK,1876.HK
1019,2020.HK,2020,parse_ok,2020.HK,2020.HK
1020,3690.HK,3690,parse_ok,3690.HK,3690.HK
1021,0019.HK,19,parse_ok,0019.HK,0019.HK
1022,0909.HK,909,parse_ok,0909.HK,0909.HK
1023,9990.HK,9990,parse_ok,9990.HK,9990.HK
1024,0136.HK,136,parse_ok,0136.HK,0136.HK
1025,0777.HK,777,parse_ok,0777.HK,0777.HK
1026,002475.SZ,2475,parse_ok,002475.SZ,002475.SZ
1027,1810.HK,1810,parse_ok,1810.HK,1810.HK
1028,300750.SZ,300750,parse_ok,300750.SZ,300750.SZ
1029,300999.SZ,300999,parse_ok,300999.SZ,300999.SZ
1030,601888.SH,601888,parse_ok,601888.SH,601888.SS
1031,9618.HK,9618,parse_ok,9618.HK,9618.HK
1032,9633.HK,9633,parse_ok,9633.HK,9633.HK
1033,9999.HK,9999,parse_ok,9999.HK,9999.HK
1034,0267.HK,267,parse_ok,0267.HK,0267.HK
1035,0728.HK,728,parse_ok,0728.HK,0728.HK
1036,1109.HK,1109,parse_ok,1109.HK,1109.HK
1037,1766.HK,1766,parse_ok,1766.HK,1766.HK
1038,2007.HK,2007,parse_ok,2007.HK,2007.HK
1039,3333.HK,3333,parse_ok,3333.HK,3333.HK
1040,601668.SH,601668,parse_ok,601668.SH,601668.SS
1041,6818.HK,6818,parse_ok,6818.HK,6818.HK
1042,6098.HK,6098,parse_ok,6098.HK,6098.HK
1043,9633.HK,9633,parse_ok,9633.HK,9633.HK
1044,0586.HK,586,parse_ok,0586.HK,0586.HK
1045,0857.HK,857,parse_ok,0857.HK,0857.HK
1046,1044.HK,1044,parse_ok,1044.HK,1044.HK
1047,1193.HK,1193,parse_ok,1193.HK,1193.HK
1048,0775.HK,775,parse_ok,0775.HK,0775.HK
1049,0873.HK,873,parse_ok,0873.HK,0873.HK
1050,1167.HK,1167,parse_ok,1167.HK,1167.HK
1051,1209.HK,1209,parse_ok,1209.HK,1209.HK
1052,1477.HK,1477,parse_ok,1477.HK,1477.HK
1053,1516.HK,1516,parse_ok,1516.HK,1516.HK
1054,1755.HK,1755,parse_ok,1755.HK,1755.HK
1055,1769.HK,1769,parse_ok,1769.HK,1769.HK
1056,1772.HK,1772,parse_ok,1772.HK,1772.HK
1057,1821.HK,1821,parse_ok,1821.HK,1821.HK
1058,1877.HK,1877,parse_ok,1877.HK,1877.HK
1059,1952.HK,1952,parse_ok,1952.HK,1952.HK
1060,1981.HK,1981,parse_ok,1981.HK,1981.HK
1061,1992.HK,1992,parse_ok,1992.HK,1992.HK
1062,2096.HK,2096,parse_ok,2096.HK,2096.HK
1063,2126.HK,2126,parse_ok,2126.HK,2126.HK
1064,2142.HK,2142,parse_ok,2142.HK,2142.HK
1065,2148.HK,2148,parse_ok,2148.HK,2148.HK
1066,2599.HK,2599,parse_ok,2599.HK,2599.HK
1067,2798.HK,2798,parse_ok,2798.HK,2798.HK
1068,3347.HK,3347,parse_ok,3347.HK,3347.HK
1069,3913.HK,3913,parse_ok,3913.HK,3913.HK
1070,6100.HK,6100,parse_ok,6100.HK,6100.HK
1071,6666.HK,6666,parse_ok,6666.HK,6666.HK
1072,6690.HK,6690,parse_ok,6690.HK,6690.HK
1073,6988.HK,6988,parse_ok,6988.HK,6988.HK
1074,6989.HK,6989,parse_ok,6989.HK,6989.HK
1075,6993.HK,6993,parse_ok,6993.HK,6993.HK
1076,6996.HK,6996,parse_ok,6996.HK,6996.HK
1077,6998.HK,6998,parse_ok,6998.HK,6998.HK
1078,9666.HK,9666,parse_ok,9666.HK,9666.HK
1079,9698.HK,9698,parse_ok,9698.HK,9698.HK
1080,9991.HK,9991,parse_ok,9991.HK,9991.HK
1081,9992.HK,9992,parse_ok,9992.HK,9992.HK
1082,9993.HK,9993,parse_ok,9993.HK,9993.HK
1083,9995.HK,9995,parse_ok,9995.HK,9995.HK
1084,0035.HK,35,parse_ok,0035.HK,0035.HK
1085,0041.HK,41,parse_ok,0041.HK,0041.HK
1086,0120.HK,120,parse_ok,0120.HK,0120.HK
1087,0178.HK,178,parse_ok,0178.HK,0178.HK
1088,0323.HK,323,parse_ok,0323.HK,0323.HK
1089,0327.HK,327,parse_ok,0327.HK,0327.HK
1090,0347.HK,347,parse_ok,0347.HK,0347.HK
1091,0467.HK,467,parse_ok,0467.HK,0467.HK
1092,0468.HK,468,parse_ok,0468.HK,0468.HK
1093,0496.HK,496,parse_ok,0496.HK,0496.HK
1094,0563.HK,563,parse_ok,0563.HK,0563.HK
1095,0598.HK,598,parse_ok,0598.HK,0598.HK
1096,0686.HK,686,parse_ok,0686.HK,0686.HK
1097,0698.HK,698,parse_ok,0698.HK,0698.HK
1098,0808.HK,808,parse_ok,0808.HK,0808.HK
1099,0973.HK,973,parse_ok,0973.HK,0973.HK
1100,1071.HK,1071,parse_ok,1071.HK,1071.HK
1101,1269.HK,1269,parse_ok,1269.HK,1269.HK
1102,1293.HK,1293,parse_ok,1293.HK,1293.HK
1103,1528.HK,1528,parse_ok,1528.HK,1528.HK
1104,1618.HK,1618,parse_ok,1618.HK,1618.HK
1105,1666.HK,1666,parse_ok,1666.HK,1666.HK
1106,1728.HK,1728,parse_ok,1728.HK,1728.HK
1107,1881.HK,1881,parse_ok,1881.HK,1881.HK
1108,1970.HK,1970,parse_ok,1970.HK,1970.HK
1109,2009.HK,2009,parse_ok,2009.HK,2009.HK
1110,3306.HK,3306,parse_ok,3306.HK,3306.HK
1111,6889.HK,6889,parse_ok,6889.HK,6889.HK
1112,9668.HK,9668,parse_ok,9668.HK,9668.HK
1113,0241.HK,241,parse_ok,0241.HK,0241.HK
1114,0960.HK,960,parse_ok,0960.HK,0960.HK
1115,6862.HK,6862,parse_ok,6862.HK,6862.HK
1116,002351.SZ,2351,parse_ok,002351.SZ,002351.SZ
1117,002850.SZ,2850,parse_ok,002850.SZ,002850.SZ
1118,002967.SZ,2967,parse_ok,002967.SZ,002967.SZ
1119,0909.HK,909,parse_ok,0909.HK,0909.HK
1120,1209.HK,1209,parse_ok,1209.HK,1209.HK
1121,1999.HK,1999,parse_ok,1999.HK,1999.HK
1122,300348.SZ,300348,parse_ok,300348.SZ,300348.SZ
1123,300737.SZ,300737,parse_ok,300737.SZ,300737.SZ
1124,6666.HK,6666,parse_ok,6666.HK,6666.HK
1125,6993.HK,6993,parse_ok,6993.HK,6993.HK
1126,9923.HK,9923,parse_ok,9923.HK,9923.HK
1127,002047.SZ,2047,parse_ok,002047.SZ,002047.SZ
1128,002303.SZ,2303,parse_ok,002303.SZ,002303.SZ
1129,002611.SZ,2611,parse_ok,002611.SZ,002611.SZ
1130,002717.SZ,2717,parse_ok,002717.SZ,002717.SZ
1131,0041.HK,41,parse_ok,0041.HK,0041.HK
1132,0059.HK,59,parse_ok,0059.HK,0059.HK
1133,0440.HK,440,parse_ok,0440.HK,0440.HK
1134,0806.HK,806,parse_ok,0806.HK,0806.HK
1135,1383.HK,1383,parse_ok,1383.HK,1383.HK
1136,1668.HK,1668,parse_ok,1668.HK,1668.HK
1137,6690.HK,6690,parse_ok,6690.HK,6690.HK
1138,9698.HK,9698,parse_ok,9698.HK,9698.HK
1139,1478.HK,1478,parse_ok,1478.HK,1478.HK
1140,1896.HK,1896,parse_ok,1896.HK,1896.HK
1141,2400.HK,2400,parse_ok,2400.HK,2400.HK
1142,2858.HK,2858,parse_ok,2858.HK,2858.HK
1143,1211.HK,1211,parse_ok,1211.HK,1211.HK
