source_row_id,index_raw,index,index_normalization_status
1304,Hang Seng Index,Hang Seng Index,unchanged
1305,Hang Seng Index,Hang Seng Index,unchanged
1306,Hang Seng Index,Hang Seng Index,unchanged
1307,Hang Seng Index,Hang Seng Index,unchanged
1308,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1309,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1310,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1311,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1312,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1313,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1314,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1315,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1316,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1317,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1318,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1319,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1320,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1321,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1322,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1323,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1324,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1325,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1326,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1327,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1328,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1329,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1330,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1331,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1332,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1333,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1334,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1335,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1336,Hang Seng TECH Index,Hang Seng TECH Index,unchanged
1337,Hang Seng TECH Index,Hang Seng TECH Index,unchanged
1338,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1339,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1340,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1341,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1342,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1343,Hang Seng Index,Hang Seng Index,unchanged
1344,Hang Seng Index,Hang Seng Index,unchanged
1345,Hang Seng Index,Hang Seng Index,unchanged
1346,Hang Seng Index,Hang Seng Index,unchanged
1347,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1348,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1349,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1350,Hang Seng Index,Hang Seng Index,unchanged
1351,Hang Seng Index,Hang Seng Index,unchanged
1352,Hang Seng Index,Hang Seng Index,unchanged
1353,Hang Seng Index,Hang Seng Index,unchanged
1354,Hang Seng Index,Hang Seng Index,unchanged
1355,Hang Seng TECH Index,Hang Seng TECH Index,unchanged
1356,Hang Seng TECH Index,Hang Seng TECH Index,unchanged
1357,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1358,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1359,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1360,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1361,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1362,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1363,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1364,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1365,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1366,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1367,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1368,Hang Seng Index,Hang Seng Index,unchanged
1369,Hang Seng Index,Hang Seng Index,unchanged
1370,Hang Seng Index,Hang Seng Index,unchanged
1371,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1372,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1373,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1374,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1375,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1376,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1377,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1378,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1379,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1380,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1381,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1382,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1383,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1384,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1385,Hang Seng Index,Hang Seng Index,unchanged
1386,Hang Seng Index,Hang Seng Index,unchanged
1387,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1388,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1389,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1390,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1391,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1392,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1393,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1394,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1395,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1396,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1397,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1398,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1399,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1400,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1401,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1402,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1403,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1404,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1405,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1406,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1407,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1408,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1409,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1410,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1411,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1412,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1413,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1414,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1415,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1416,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1417,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1418,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1419,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1420,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1421,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1422,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1423,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1424,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1425,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1426,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1427,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1428,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1429,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1430,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1431,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1432,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1433,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1434,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1435,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1436,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1437,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1438,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1439,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1440,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1441,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1442,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1443,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1444,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1445,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1446,Hang Seng Stock Connect Greater Bay Area Composite Index,Hang Seng Stock Connect Greater Bay Area Composite Index,unchanged
1447,Hang Seng TECH Index,Hang Seng TECH Index,unchanged
1448,Hang Seng TECH Index,Hang Seng TECH Index,unchanged
1449,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1450,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1451,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1452,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1453,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1454,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1455,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1456,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1457,Hang Seng Hong Kong-Listed Biotech Index,Hang Seng Hong Kong-Listed Biotech Index,unchanged
1458,Hang Seng Index,Hang Seng Index,unchanged
1459,Hang Seng Index,Hang Seng Index,unchanged
1460,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1461,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1462,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1463,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1464,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1465,Hang Seng Stock Connect China Enterprises Index,Hang Seng Stock Connect China Enterprises Index,unchanged
1532,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1533,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1534,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1535,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1536,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1537,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1538,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1539,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1540,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1541,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1542,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1543,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1544,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1545,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1546,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1547,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1548,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1549,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1550,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1551,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1552,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1553,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1554,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1555,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1556,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1557,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1558,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1559,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1560,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1561,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1562,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1563,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1564,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1565,Hang Seng (China A) Corporate Sustainability Benchmark Index,Hang Seng (China A) Corporate Sustainability Benchmark Index,unchanged
1566,Hang Seng (China A) Corporate Sustainability Index,Hang Seng (China A) Corporate Sustainability Index,unchanged
1567,Hang Seng (China A) Corporate Sustainability Index,Hang Seng (China A) Corporate Sustainability Index,unchanged
1568,Hang Seng (China A) Corporate Sustainability Index,Hang Seng (China A) Corporate Sustainability Index,unchanged
1569,Hang Seng (China A) Corporate Sustainability Index,Hang Seng (China A) Corporate Sustainability Index,unchanged
1570,Hang Seng (China A) Corporate Sustainability Index,Hang Seng (China A) Corporate Sustainability Index,unchanged
1571,Hang Seng (China A) Corporate Sustainability Index,Hang Seng (China A) Corporate Sustainability Index,unchanged
1572,Hang Seng (China A) Corporate Sustainability Index,Hang Seng (China A) Corporate Sustainability Index,unchanged
1573,Hang Seng (China A) Corporate Sustainability Index,Hang Seng (China A) Corporate Sustainability Index,unchanged
1574,Hang Seng (China A) Corporate Sustainability Index,Hang Seng (China A) Corporate Sustainability Index,unchanged
1575,Hang Seng (China A) Corporate Sustainability Index,Hang Seng (China A) Corporate Sustainability Index,unchanged
1576,Hang Seng (China A) Corporate Sustainability Index,Hang Seng (China A) Corporate Sustainability Index,unchanged
1577,Hang Seng (China A) Corporate Sustainability Index,Hang Seng (China A) Corporate Sustainability Index,unchanged
1578,Hang Seng China A Industry Top Index,Hang Seng China A Industry Top Index,unchanged
1579,Hang Seng China A Industry Top Index,Hang Seng China A Industry Top Index,unchanged
1580,Hang Seng China A Industry Top Index,Hang Seng China A Industry Top Index,unchanged
1581,Hang Seng China A Industry Top Index,Hang Seng China A Industry Top Index,unchanged
1582,Hang Seng China A Industry Top Index,Hang Seng China A Industry Top Index,unchanged
1583,Hang Seng China A Industry Top Index,Hang Seng China A Industry Top Index,unchanged
1584,Hang Seng China A Industry Top Index,Hang Seng China A Industry Top Index,unchanged
1585,Hang Seng China A Industry Top Index,Hang Seng China A Industry Top Index,unchanged
1586,Hang Seng China A Industry Top Index,Hang Seng China A Industry Top Index,unchanged
1587,Hang Seng China A Industry Top Index,Hang Seng China A Industry Top Index,unchanged
1588,Hang Seng China A Industry Top Index,Hang Seng China A Industry Top Index,unchanged
1589,Hang Seng China A Industry Top Index,Hang Seng China A Industry Top Index,unchanged
1590,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1591,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1592,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1593,Hang Seng China Enterprises Index,Hang Seng China Enterprises Index,unchanged
1594,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1595,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1596,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1597,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1598,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1599,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1600,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1601,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1602,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1603,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1604,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1605,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1606,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1607,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1608,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1609,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1610,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1611,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1612,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1613,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1614,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1615,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1616,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1617,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1618,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1619,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1620,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1621,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1622,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1623,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1624,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1625,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1626,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1627,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1628,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1629,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1630,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1631,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1632,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1633,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1634,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1635,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1636,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1637,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1638,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1639,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1640,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1641,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1642,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1643,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1644,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1645,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1646,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1647,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1648,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1649,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1650,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1651,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1652,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1653,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1654,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1655,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1656,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1657,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1658,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1659,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1660,Hang Seng Composite Index,Hang Seng Composite Index,unchanged
1661,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1662,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1663,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1664,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1665,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1666,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1667,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1668,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1669,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1670,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1671,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1672,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1673,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1674,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1675,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1676,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1677,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1678,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1679,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1680,Hang Seng Corporate Sustainability Benchmark Index,Hang Seng Corporate Sustainability Benchmark Index,unchanged
1681,Hang Seng Corporate Sustainability Index,Hang Seng Corporate Sustainability Index,unchanged
1682,Hang Seng Corporate Sustainability Index,Hang Seng Corporate Sustainability Index,unchanged
1683,Hang Seng Corporate Sustainability Index,Hang Seng Corporate Sustainability Index,unchanged
1684,Hang Seng Corporate Sustainability Index,Hang Seng Corporate Sustainability Index,unchanged
1685,Hang Seng Corporate Sustainability Index,Hang Seng Corporate Sustainability Index,unchanged
1686,Hang Seng Corporate Sustainability Index,Hang Seng Corporate Sustainability Index,unchanged
1687,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
