source_row_id,index_raw,index,index_normalization_status
1276,Hang Seng Corporate Sustainability Index,Hang Seng Corporate Sustainability Index,unchanged
1277,Hang Seng Corporate Sustainability Index,Hang Seng Corporate Sustainability Index,unchanged
1278,Hang Seng Corporate Sustainability Index,Hang Seng Corporate Sustainability Index,unchanged
1279,Hang Seng Corporate Sustainability Index,Hang Seng Corporate Sustainability Index,unchanged
1280,Hang Seng Corporate Sustainability Index,Hang Seng Corporate Sustainability Index,unchanged
1281,Hang Seng Corporate Sustainability Index,Hang Seng Corporate Sustainability Index,unchanged
1282,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1283,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1284,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1285,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1286,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1287,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1288,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1289,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1290,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1291,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1292,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1293,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1294,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1295,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1296,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1297,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1298,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1299,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1300,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1301,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1302,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
1303,Hang Seng ESG 50 Index,Hang Seng ESG 50 Index,unchanged
