date,index,change_type,ticker,ticker_normalized,company,source_row_id,change_type_raw,index_raw,index_normalization_status,symbol_rank_within_row,is_primary_symbol,symbol_token_raw,ticker_yf_normalized,ticker_parse_status,ticker_yf
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,525 / 601333,0525.HK / 601333.SH,Guangshen Railway Co. Ltd.,496,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601333.SH,601333.SS,parse_ok,601333.SS
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,921 / 000921,0921.HK / 000921.SZ,"Hisense Home Appliances Group Co., Ltd.",497,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,0921.HK,0921.HK,parse_ok,0921.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,921 / 000921,0921.HK / 000921.SZ,"Hisense Home Appliances Group Co., Ltd.",497,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,000921.SZ,000921.SZ,parse_ok,000921.SZ
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,991 / 601991,0991.HK / 601991.SH,"Datang International Power Generation Co., Ltd.",498,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,0991.HK,0991.HK,parse_ok,0991.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,991 / 601991,0991.HK / 601991.SH,"Datang International Power Generation Co., Ltd.",498,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601991.SH,601991.SS,parse_ok,601991.SS
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,1157 / 000157,1157.HK / 000157.SZ,"Zoomlion Heavy Industry Science and Technology Co., Ltd",499,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,1157.HK,1157.HK,parse_ok,1157.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,1157 / 000157,1157.HK / 000157.SZ,"Zoomlion Heavy Industry Science and Technology Co., Ltd",499,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,000157.SZ,000157.SZ,parse_ok,000157.SZ
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,1528 / 601828,1528.HK / 601828.SH,Red Star Macalline Group Corporation Ltd.,500,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,1528.HK,1528.HK,parse_ok,1528.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,1528 / 601828,1528.HK / 601828.SH,Red Star Macalline Group Corporation Ltd.,500,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601828.SH,601828.SS,parse_ok,601828.SS
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,1618 / 601618,1618.HK / 601618.SH,Metallurgical Corporation of China Ltd.,501,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,1618.HK,1618.HK,parse_ok,1618.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,1618 / 601618,1618.HK / 601618.SH,Metallurgical Corporation of China Ltd.,501,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601618.SH,601618.SS,parse_ok,601618.SS
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,1812 / 000488,1812.HK / 000488.SZ,Shandong Chenming Paper Holdings Ltd.,502,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,1812.HK,1812.HK,parse_ok,1812.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,1812 / 000488,1812.HK / 000488.SZ,Shandong Chenming Paper Holdings Ltd.,502,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,000488.SZ,000488.SZ,parse_ok,000488.SZ
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,2611 / 601211,2611.HK / 601211.SH,"Guotai Junan Securities Co., Ltd.",503,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,2611.HK,2611.HK,parse_ok,2611.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,2611 / 601211,2611.HK / 601211.SH,"Guotai Junan Securities Co., Ltd.",503,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601211.SH,601211.SS,parse_ok,601211.SS
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,2727 / 601727,2727.HK / 601727.SH,Shanghai Electric Group Co. Ltd.,504,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,2727.HK,2727.HK,parse_ok,2727.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,2727 / 601727,2727.HK / 601727.SH,Shanghai Electric Group Co. Ltd.,504,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601727.SH,601727.SS,parse_ok,601727.SS
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,2866 / 601866,2866.HK / 601866.SH,"COSCO SHIPPING Development Co., Ltd.",505,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,2866.HK,2866.HK,parse_ok,2866.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,2866 / 601866,2866.HK / 601866.SH,"COSCO SHIPPING Development Co., Ltd.",505,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601866.SH,601866.SS,parse_ok,601866.SS
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,3958 / 600958,3958.HK / 600958.SH,Orient Securities Co. Ltd.,506,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,3958.HK,3958.HK,parse_ok,3958.HK
