date,index,change_type,ticker,ticker_normalized,company,source_row_id,change_type_raw,index_raw,index_normalization_status,symbol_rank_within_row,is_primary_symbol,symbol_token_raw,ticker_yf_normalized,ticker_parse_status,ticker_yf
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,3958 / 600958,3958.HK / 600958.SH,Orient Securities Co. Ltd.,506,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,600958.SH,600958.SS,parse_ok,600958.SS
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,6099 / 600999,6099.HK / 600999.SH,"China Merchants Securities Co., Ltd.",507,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,6099.HK,6099.HK,parse_ok,6099.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,6099 / 600999,6099.HK / 600999.SH,"China Merchants Securities Co., Ltd.",507,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,600999.SH,600999.SS,parse_ok,600999.SS
2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,1339 / 601319,1339.HK / 601319.SH,The People's Insurance Co. (Group) of China Ltd.,508,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,1339.HK,1339.HK,parse_ok,1339.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,1339 / 601319,1339.HK / 601319.SH,The People's Insurance Co. (Group) of China Ltd.,508,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601319.SH,601319.SS,parse_ok,601319.SS
2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,1772 / 002460,1772.HK / 002460.SZ,"Ganfeng Lithium Co., Ltd.",509,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,1772.HK,1772.HK,parse_ok,1772.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,1772 / 002460,1772.HK / 002460.SZ,"Ganfeng Lithium Co., Ltd.",509,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,002460.SZ,002460.SZ,parse_ok,002460.SZ
2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,1787 / 600547,1787.HK / 600547.SH,"Shandong Gold Mining Co., Ltd.",510,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,1787.HK,1787.HK,parse_ok,1787.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,1787 / 600547,1787.HK / 600547.SH,"Shandong Gold Mining Co., Ltd.",510,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,600547.SH,600547.SS,parse_ok,600547.SS
2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,2359 / 603259,2359.HK / 603259.SH,"WuXi AppTec Co., Ltd.",511,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,2359.HK,2359.HK,parse_ok,2359.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,2359 / 603259,2359.HK / 603259.SH,"WuXi AppTec Co., Ltd.",511,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,603259.SH,603259.SS,parse_ok,603259.SS
2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,6869 / 601869,6869.HK / 601869.SH,Yangtze Optical Fibre and Cable Joint Stock Ltd. Co.,512,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,6869.HK,6869.HK,parse_ok,6869.HK
2019-03-11,Hang Seng Stock Connect China AH Index Series,Inclusion,6869 / 601869,6869.HK / 601869.SH,Yangtze Optical Fibre and Cable Joint Stock Ltd. Co.,512,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601869.SH,601869.SS,parse_ok,601869.SS
2019-09-09,Hang Seng China 50 Index,Exclusion,2611 / 601211,2611.HK / 601211.SH,"Guotai Junan Securities Co., Ltd.",638,Exclusion,Hang Seng China 50 Index,unchanged,1,1,2611.HK,2611.HK,parse_ok,2611.HK
2019-09-09,Hang Seng China 50 Index,Exclusion,2611 / 601211,2611.HK / 601211.SH,"Guotai Junan Securities Co., Ltd.",638,Exclusion,Hang Seng China 50 Index,unchanged,2,0,601211.SH,601211.SS,parse_ok,601211.SS
2019-09-09,Hang Seng China 50 Index,Inclusion,1339 / 601319,1339.HK / 601319.SH,The People's Insurance Co. (Group) of China Ltd.,641,Inclusion,Hang Seng China 50 Index,unchanged,1,1,1339.HK,1339.HK,parse_ok,1339.HK
2019-09-09,Hang Seng China 50 Index,Inclusion,1339 / 601319,1339.HK / 601319.SH,The People's Insurance Co. (Group) of China Ltd.,641,Inclusion,Hang Seng China 50 Index,unchanged,2,0,601319.SH,601319.SS,parse_ok,601319.SS
2019-09-09,Hang Seng Stock Connect China AH Index Series,Exclusion,1772 / 002460,1772.HK / 002460.SZ,"Ganfeng Lithium Co., Ltd.",733,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,1772.HK,1772.HK,parse_ok,1772.HK
2019-09-09,Hang Seng Stock Connect China AH Index Series,Exclusion,1772 / 002460,1772.HK / 002460.SZ,"Ganfeng Lithium Co., Ltd.",733,Exclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,002460.SZ,002460.SZ,parse_ok,002460.SZ
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,548 / 600548,0548.HK / 600548.SH,Shenzhen Expressway Co. Ltd.,734,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,0548.HK,0548.HK,parse_ok,0548.HK
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,548 / 600548,0548.HK / 600548.SH,Shenzhen Expressway Co. Ltd.,734,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,600548.SH,600548.SS,parse_ok,600548.SS
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,598 / 601598,0598.HK / 601598.SH,Sinotrans Ltd.,735,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,0598.HK,0598.HK,parse_ok,0598.HK
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,598 / 601598,0598.HK / 601598.SH,Sinotrans Ltd.,735,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601598.SH,601598.SS,parse_ok,601598.SS
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,921 / 000921,0921.HK / 000921.SZ,"Hisense Home Appliances Group Co., Ltd.",736,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,0921.HK,0921.HK,parse_ok,0921.HK
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,921 / 000921,0921.HK / 000921.SZ,"Hisense Home Appliances Group Co., Ltd.",736,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,000921.SZ,000921.SZ,parse_ok,000921.SZ
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,1157 / 000157,1157.HK / 000157.SZ,Zoomlion Heavy Industry Science and Technology Co.,737,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,1157.HK,1157.HK,parse_ok,1157.HK
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,1157 / 000157,1157.HK / 000157.SZ,Zoomlion Heavy Industry Science and Technology Co.,737,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,000157.SZ,000157.SZ,parse_ok,000157.SZ
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,1528 / 601828,1528.HK / 601828.SH,Red Star Macalline Group Corporation Ltd.,738,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,1528.HK,1528.HK,parse_ok,1528.HK
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,1528 / 601828,1528.HK / 601828.SH,Red Star Macalline Group Corporation Ltd.,738,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601828.SH,601828.SS,parse_ok,601828.SS
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,2611 / 601211,2611.HK / 601211.SH,"Guotai Junan Securities Co., Ltd.",739,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,2611.HK,2611.HK,parse_ok,2611.HK
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,2611 / 601211,2611.HK / 601211.SH,"Guotai Junan Securities Co., Ltd.",739,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601211.SH,601211.SS,parse_ok,601211.SS
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,3958 / 600958,3958.HK / 600958.SH,Orient Securities Company Limited,740,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,3958.HK,3958.HK,parse_ok,3958.HK
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,3958 / 600958,3958.HK / 600958.SH,Orient Securities Company Limited,740,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,600958.SH,600958.SS,parse_ok,600958.SS
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,6066 / 601066,6066.HK / 601066.SH,"CSC Financial Co., Ltd.",741,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,6066.HK,6066.HK,parse_ok,6066.HK
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,6066 / 601066,6066.HK / 601066.SH,"CSC Financial Co., Ltd.",741,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601066.SH,601066.SS,parse_ok,601066.SS
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,6178 / 601788,6178.HK / 601788.SH,Everbright Securities Co. Ltd.,742,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,6178.HK,6178.HK,parse_ok,6178.HK
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,6178 / 601788,6178.HK / 601788.SH,Everbright Securities Co. Ltd.,742,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601788.SH,601788.SS,parse_ok,601788.SS
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,6806 / 000166,6806.HK / 000166.SZ,"Shenwan Hongyuan Group Co., Ltd.",743,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,6806.HK,6806.HK,parse_ok,6806.HK
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,6806 / 000166,6806.HK / 000166.SZ,"Shenwan Hongyuan Group Co., Ltd.",743,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,000166.SZ,000166.SZ,parse_ok,000166.SZ
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,6865 / 601865,6865.HK / 601865.SH,"Flat Glass Group Co., Ltd.",744,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,1,1,6865.HK,6865.HK,parse_ok,6865.HK
2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,6865 / 601865,6865.HK / 601865.SH,"Flat Glass Group Co., Ltd.",744,Inclusion,Hang Seng Stock Connect China AH Index Series,unchanged,2,0,601865.SH,601865.SS,parse_ok,601865.SS
